"library_gene"," query_name","qGI_score","FDR","query_gene","query_type","SMF_library","SMF_query","metric(qGI_score+SMF_library)"
"CNTN1","TIMM8A_228_rich",-0.426069157105077,0.0953179828682822,"TIMM8A","rich",-0.434139927004282,-0.901736882840322,-0.860209084109359
"CNTN2","ATP5J_242_rich",-0.431580934870041,0.00931993306367523,"ATP5J","rich",-0.328516191752773,-1.022664574965,-0.760097126622814
"CNTN2","DNMT3B_345_rich",-0.419233368441121,0.0270365409115452,"DNMT3B","rich",-0.328516191752773,-0.280282008183844,-0.747749560193894
"CNTN2","SLX1_239_rich",-0.339765090423805,0.0741906990410802,"SLX1","rich",-0.328516191752773,0,-0.668281282176578
"CNTN2","TAZ_203_rich",-0.530036213370547,0.0767333648341476,"TAZ","rich",-0.328516191752773,-2.23528224640466,-0.85855240512332
"CNTN2","USP14_142_min",-0.322180049795813,0.0633190303878438,"USP14","min",-0.335044744132711,-0.520178180583785,-0.657224793928524
"CNTNAP1","ACTB_165_min",-0.373087104539902,0.0399239809526879,"ACTB","min",-0.344875954300549,-1.3059780764272,-0.717963058840451
"CNTNAP1","MGAT1_116_min",-0.29990462524836,0.0931439307838962,"MGAT1","min",-0.344875954300549,-0.513177188651783,-0.644780579548909
"CNTNAP2","LIG4_170_min",-0.311484257302977,0.0813078733492768,"LIG4","min",0.122969210024502,-0.649059089438068,-0.188515047278475
"CNTNAP2","PC_219_rich",-0.363938804473717,0.0794254505746963,"PC","rich",0.137597547708553,-0.36801423322917,-0.226341256765164
"CNTNAP2","WNK1_335_rich",-0.321901550664261,0.0773079432662494,"WNK1","rich",0.137597547708553,-0.691986982162053,-0.184304002955708
"COCH","CDKN2B_306_rich",-0.422017865695872,0.00600565833551156,"CDKN2B","rich",-0.469954925146935,0.00578030725876051,-0.891972790842807
"COCH","PELO_295_rich",-0.546643733873712,0.0371658703576853,"PELO","rich",-0.469954925146935,-1.69324653068401,-1.01659865902065
"COCH","STAG1_218_rich",-0.523491933921447,0.0547165448884684,"STAG1","rich",-0.469954925146935,0.156091847785505,-0.993446859068382
"COG5","ARL1_221_rich",-0.573156187417425,0.0224549413772284,"ARL1","rich",-0.49260824246434,-0.131987622733933,-1.06576442988177
"COG5","CDKN2B_306_rich",-0.880509696230135,1.11937285117732e-05,"CDKN2B","rich",-0.49260824246434,0.00578030725876051,-1.37311793869447
"COG5","EMC6_231_rich",-0.712691644392503,0.0019454315318141,"EMC6","rich",-0.49260824246434,-1.17285180151228,-1.20529988685684
"COG5","HGS_311_rich",-0.558586971009337,0.0180816197197056,"HGS","rich",-0.49260824246434,-1.02215427174758,-1.05119521347368
"COG5","NAA30_351_rich",-0.801166276524562,2.71828687120527e-05,"NAA30","rich",-0.49260824246434,-1.63469954381974,-1.2937745189889
"COG5","NAA35_206_rich",-0.494427520704627,0.0841154856180416,"NAA35","rich",-0.49260824246434,-1.52930018734108,-0.987035763168967
"COG5","RIC1_382_rich",-0.565133450898121,0.00494736384909115,"RIC1","rich",-0.49260824246434,0,-1.05774169336246
"COG5","TMEM126A_309_rich",-0.483575123816607,0.0381949202879135,"TMEM126A","rich",-0.49260824246434,-0.411480154104907,-0.976183366280947
"COG5","VPS52_241_rich",-1.00159990586995,2.56505132096757e-07,"VPS52","rich",-0.49260824246434,-1.41695529171255,-1.49420814833429
"COL10A1","APOB_341_rich",-0.410087008976664,0.0910828340904426,"APOB","rich",-0.0853018307645088,0.0590918843267113,-0.495388839741173
"COL10A1","GSK3B_237_rich",-0.448409807511788,0.0299400093006174,"GSK3B","rich",-0.0853018307645088,0.119634907204445,-0.533711638276297
"COL10A1","RB1CC1_077_min",-0.498035443131068,0.0771643245174512,"RB1CC1","min",-0.108166057754548,-0.849717556663107,-0.606201500885616
"COL11A2","SLX1_239_rich",-0.405548033125184,0.0520458353921232,"SLX1","rich",-0.0807961605273247,0,-0.486344193652509
"COL12A1","GSK3B_237_rich",-0.379943100935809,0.0253614638199772,"GSK3B","rich",0.00929533956490465,0.119634907204445,-0.370647761370904
"COL12A1","STAG2_389_rich",-0.327673725261319,0.0888570730607393,"STAG2","rich",0.00929533956490465,-0.972241104385054,-0.318378385696414
"COL13A1","GFPT1_127_min",-0.36300593804094,0.0640842266610851,"GFPT1","min",-0.0198745967022917,-0.550101160565831,-0.382880534743232
"COL17A1","EIF4H_359_rich",-0.511144491184814,0.0271499219318277,"EIF4H","rich",-0.0495848272683176,-0.945346505040691,-0.560729318453132
"COL17A1","PHGDH_047_min",-0.369865114653198,0.0649585035807473,"PHGDH","min",-0.0402038245916306,-0.119328971384763,-0.410068939244829
"COL17A1","SHMT1_048_min",-0.55831044757517,0.0331227867615357,"SHMT1","min",-0.0402038245916306,-0.00716583955469469,-0.598514272166801
"COL18A1","SIN3A_155_min",-0.30043273743454,0.0582496856857044,"SIN3A","min",-0.0646284049969208,-1.29607499812661,-0.365061142431461
"COL1A2","RB1CC1_077_min",-0.373986133224405,0.0933018348054212,"RB1CC1","min",0.12547444841961,-0.849717556663107,-0.248511684804795
"COL25A1","BCL2_338_rich",-0.413524533533621,0.0333747004003918,"BCL2","rich",-0.120079676384268,-0.394783758374041,-0.533604209917889
"COL25A1","CCT3_370_rich",-0.364389381265138,0.0901294794014319,"CCT3","rich",-0.120079676384268,-2.79645883676588,-0.484469057649406
"COL25A1","CDKN2B_306_rich",-0.56130117126195,0.00155011411710533,"CDKN2B","rich",-0.120079676384268,0.00578030725876051,-0.681380847646218
"COL25A1","RER1_324_rich",-0.337837678873149,0.0426007601137998,"RER1","rich",-0.120079676384268,-0.650084666465513,-0.457917355257417
"COL27A1","PFN2_215_rich",-0.456621730693971,0.0819953808162549,"PFN2","rich",0.113641516042888,-0.0137573634329587,-0.342980214651083
"COL2A1","C1orf112_393_rich",-0.250437123616081,0.090682471569629,"C1orf112","rich",-0.0124245618963598,-0.666320228375642,-0.262861685512441
"COL3A1","DNMT3B_345_rich",-0.425681459021383,0.0837208084053593,"DNMT3B","rich",0.0376770175636384,-0.280282008183844,-0.388004441457745
"COL3A1","XKR8_227_rich",-0.558119696272892,0.0682100403429174,"XKR8","rich",0.0376770175636384,-0.228841300093059,-0.520442678709254
"COL4A3","VPS52_241_rich",-0.436090381494767,0.0123658815566727,"VPS52","rich",0.112740904646814,-1.41695529171255,-0.323349476847953
"COL4A3","VPS54_271_rich",-0.432657463207231,0.0909912160917891,"VPS54","rich",0.112740904646814,-0.987791895975991,-0.319916558560417
"COL4A3BP","BCL2_338_rich",-0.812140523922482,0.000132031480162798,"BCL2","rich",-0.355160623702494,-0.394783758374041,-1.16730114762498
"COL4A3BP","DDI2_270_rich",-0.51934584857307,0.0675773250075533,"DDI2","rich",-0.355160623702494,-0.392669681084805,-0.874506472275564
"COL4A3BP","FCHO2_323_rich",-0.420505165933803,0.0865118993183945,"FCHO2","rich",-0.355160623702494,-0.313880132529265,-0.775665789636297
"COL4A3BP","HGS_311_rich",-0.451118374761506,0.0767124065877756,"HGS","rich",-0.355160623702494,-1.02215427174758,-0.806278998464
"COL4A3BP","NAA30_351_rich",-0.557612347164934,0.00857111119906971,"NAA30","rich",-0.355160623702494,-1.63469954381974,-0.912772970867428
"COL4A3BP","PTAR1_109_min",-0.819740382099749,0.000344043123410094,"PTAR1","min",-0.465822138363006,-1.84144546885206,-1.28556252046275
"COL4A3BP","USP15_014_min",-0.545516856102856,0.0471303554435146,"USP15","min",-0.465822138363006,-0.728172493989369,-1.01133899446586
"COL4A3BP","VPS52_241_rich",-2.67710554066034,3.15720832340383e-12,"VPS52","rich",-0.355160623702494,-1.41695529171255,-3.03226616436283
"COL4A3BP","VPS54_271_rich",-1.68072389199422,8.55575442762427e-10,"VPS54","rich",-0.355160623702494,-0.987791895975991,-2.03588451569671
"COL4A4","PDCD5_189_min",-0.550041557462922,0.0053061310805015,"PDCD5","min",0.0770128600301977,-1.75296651304475,-0.473028697432724
"COL4A4","USP15_014_min",-0.428881582860445,0.06917345454046,"USP15","min",0.0770128600301977,-0.728172493989369,-0.351868722830247
"COL5A1","CCDC101_062_min",-0.224316390019369,0.029897459108868,"CCDC101","min",-0.0859863273715785,-0.460855911737687,-0.310302717390948
"COL5A1","KIAA0100_112_min",-0.382532757218683,0.0326611579774369,"KIAA0100","min",-0.0859863273715785,-0.822900052947545,-0.468519084590262
"COL5A1","PPOX_185_min",-0.363592078377929,0.0643338497908486,"PPOX","min",-0.0859863273715785,-0.301465218721775,-0.449578405749508
"COL5A1","PREPL_371_rich",-0.440301799692978,0.0976912414314983,"PREPL","rich",-0.181244786359797,-0.577775260602194,-0.621546586052775
"COL5A1","RB1CC1_077_min",-0.422065519208988,0.0673706972844228,"RB1CC1","min",-0.0859863273715785,-0.849717556663107,-0.508051846580566
"COL5A2","GFPT1_127_min",-0.245106162363192,0.0896163357782244,"GFPT1","min",0.000746220514051816,-0.550101160565831,-0.24435994184914
"COL5A2","USP15_014_min",-0.439522055206442,0.0843507628248559,"USP15","min",0.000746220514051816,-0.728172493989369,-0.43877583469239
"COL6A1","TMEM94_275_rich",-0.484680275586531,0.0771736787122291,"TMEM94","rich",-0.0786012531106467,0,-0.563281528697178
"COL6A2","DDX11_210_rich",-0.541061905241612,0.0114091397617562,"DDX11","rich",-0.166675746329157,-3.01866787440148,-0.707737651570769
"COL6A2","NAA38_224_rich",-0.570348606933386,0.0657312614534433,"NAA38","rich",-0.166675746329157,-2.31436169672078,-0.737024353262543
"COL6A2","SIN3A_155_min",-0.369734792529378,0.0585347989280886,"SIN3A","min",-0.172583526426253,-1.29607499812661,-0.542318318955631
"COL6A2","UAP1L1_119_min",-0.376482715430995,0.0514355062928866,"UAP1L1","min",-0.172583526426253,-0.054318062158245,-0.549066241857248
"COL7A1","ARID1A_019_min",-0.400518782628412,0.0650698915671019,"ARID1A","min",-0.042833289276483,0.140934422468392,-0.443352071904895
"COL7A1","MGAT1_116_min",-0.29334776913009,0.0768135640139916,"MGAT1","min",-0.042833289276483,-0.513177188651783,-0.336181058406573
"COL7A1","MGEA5_146_min",-0.421918284942206,0.0689351127821428,"MGEA5","min",-0.042833289276483,-2.04211712606601,-0.464751574218689
"COL7A1","SLC25A32_259_rich",-0.363185215103777,0.0357114312036887,"SLC25A32","rich",-0.129400298102508,-0.635877749005006,-0.492585513206285
"COL7A1","VPS52_241_rich",-0.262143984245041,0.09545893289171,"VPS52","rich",-0.129400298102508,-1.41695529171255,-0.391544282347549
"COL9A1","C1orf112_393_rich",-0.357906886773018,0.0219710544260463,"C1orf112","rich",-0.2960787729266,-0.666320228375642,-0.653985659699618
"COL9A1","DLAT_321_rich",-0.411435599007218,0.0415690409951972,"DLAT","rich",-0.2960787729266,-0.138169888702848,-0.707514371933818
"COL9A2","BRCC3_318_rich",-0.363826906448962,0.0835175105589756,"BRCC3","rich",-0.0158209543676063,-0.358972161135613,-0.379647860816568
"COL9A2","KIAA0196_301_rich",-0.220972793627796,0.0926919142232977,"KIAA0196","rich",-0.0158209543676063,-0.229301987149054,-0.236793747995402
"COL9A2","NAT9_216_rich",-0.441179200836947,0.00891934240957765,"NAT9","rich",-0.0158209543676063,-0.0954433391193242,-0.457000155204553
"COL9A2","NDUFA2_159_rich",-0.397664565888127,0.00343372511960137,"NDUFA2","rich",-0.0158209543676063,-1.40559869482585,-0.413485520255733
"COL9A3","C17orf53_361_rich",-0.408122372752866,0.0942044579335238,"C17orf53","rich",-0.229598152449298,-0.966780469930334,-0.637720525202164
"COL9A3","RIC1_382_rich",-0.262412924224168,0.0910685896921085,"RIC1","rich",-0.229598152449298,0,-0.492011076673466
"COL9A3","SLC3A2_137_min",-0.446488667997002,0.0314716394618817,"SLC3A2","min",-0.446899184908396,0.176473118717745,-0.893387852905398
"COLEC10","DIAPH1_038_min",-0.298957601776289,0.0573830136826461,"DIAPH1","min",-0.0567370146015278,0.0186452555147567,-0.355694616377817
"COLEC11","CCDC101_062_min",-0.231996865043706,0.0347596142679117,"CCDC101","min",-0.118313354487256,-0.460855911737687,-0.350310219530962
"COLEC11","LAMTOR4_394_rich",-0.117902164646497,0.0649577260052775,"LAMTOR4","rich",-0.0547975143220566,-0.253198824248195,-0.172699678968554
"COLEC11","MUS81_360_rich",-0.568692585935872,0.0278081422466311,"MUS81","rich",-0.0547975143220566,-0.637213757974631,-0.623490100257929
"COLEC11","PIGT_171_min",-0.464880617318518,0.0294002048334521,"PIGT","min",-0.118313354487256,-1.60417353515213,-0.583193971805774
"COLGALT1","ADAR_332_rich",-0.420966025180078,0.0620099595012655,"ADAR","rich",-0.0888983626036325,-0.160901753752468,-0.50986438778371
"COLGALT1","TSC22D2_350_rich",-0.456584035697811,0.0831963925792845,"TSC22D2","rich",-0.0888983626036325,-0.640013803757435,-0.545482398301444
"CORIN","GFPT1_127_min",-0.400688417789131,0.0163916342578782,"GFPT1","min",-0.102216758920835,-0.550101160565831,-0.502905176709966
"CORIN","TSC22D2_350_rich",-0.419822771806295,0.0748223246734642,"TSC22D2","rich",-0.0115974992492273,-0.640013803757435,-0.431420271055522
"COX4I2","POLR2A_395_rich",-0.430686914424795,0.017237373241067,"POLR2A","rich",-0.377067726992428,-0.723743903151917,-0.807754641417223
"COX6A1","ARID1A_019_min",-0.87187534169337,0.00140724462268986,"ARID1A","min",-0.298015280846487,0.140934422468392,-1.16989062253986
"COX6A1","BAX_021_min",-0.83809876572194,0.00257107908344176,"BAX","min",-0.298015280846487,0.728167051915348,-1.13611404656843
"COX6A1","C1orf115_028_min",-0.617915716640636,0.0387724170259221,"C1orf115","min",-0.298015280846487,0.113855121018911,-0.915930997487123
"COX6A1","CCDC101_062_min",-0.295027353960046,0.0965681287540308,"CCDC101","min",-0.298015280846487,-0.460855911737687,-0.593042634806533
"COX6A1","KIAA0196_301_rich",-0.555103071920407,0.0757420629501208,"KIAA0196","rich",-0.264126979451529,-0.229301987149054,-0.819230051371936
"COX6A1","PPOX_185_min",-0.531369131884759,0.0616470762865061,"PPOX","min",-0.298015280846487,-0.301465218721775,-0.829384412731246
"COX6A1","PTPN11_163_min",-1.03677802941182,1.31696105387476e-05,"PTPN11","min",-0.298015280846487,-0.666460375769746,-1.33479331025831
"COX8A","ARID1A_019_min",-0.612485888690034,0.00314443951988215,"ARID1A","min",-0.289413438802411,0.140934422468392,-0.901899327492445
"COX8A","CCDC101_062_min",-0.655354950174131,0.00135457931433888,"CCDC101","min",-0.289413438802411,-0.460855911737687,-0.944768388976542
"COX8A","PTPN11_163_min",-0.400900718433519,0.0706131834481666,"PTPN11","min",-0.289413438802411,-0.666460375769746,-0.69031415723593
"CPA6","NAT6_214_rich",-0.412845463136526,0.0709290341777862,"NAT6","rich",-0.284400351349698,-0.246636192827681,-0.697245814486224
"CPA6","TET1_344_rich",-0.511802190604193,0.0917120073075192,"TET1","rich",-0.284400351349698,-0.26154866723521,-0.796202541953891
"CPAMD8","HEATR5B_406_rich",-0.562724805115915,0.019074936676487,"HEATR5B","rich",-0.392482774133792,-0.234549313609671,-0.955207579249707
"CPAMD8","RICTOR_401_rich",-0.492466613874751,0.0858578238445804,"RICTOR","rich",-0.392482774133792,-1.55129587858734,-0.884949388008543
"CPAMD8","SHMT1_048_min",-0.618375676405131,0.0759551888741824,"SHMT1","min",-0.447619908049363,-0.00716583955469469,-1.06599558445449
"CPAMD8","USP10_013_min",-0.455164031015714,0.0910873769621225,"USP10","min",-0.447619908049363,-0.751852845586228,-0.902783939065077
"CPE","EHMT2_156_min",-0.326429806208869,0.0894686577115342,"EHMT2","min",-0.022407399951912,-0.731059921618947,-0.348837206160781
"CPE","PFN2_215_rich",-0.563448645512476,0.0819953808162549,"PFN2","rich",0.0335397896928807,-0.0137573634329587,-0.529908855819595
"CPN1","BMI1_105_min",-0.53969122976522,0.0831676451852251,"BMI1","min",-0.146738193542668,0.0928384784206818,-0.686429423307888
"CPT1A","TSC2_150_min",-0.428173890525843,0.0860328546452886,"TSC2","min",-0.139863575984022,-1.18103804256508,-0.568037466509865
"CPT1A","USP14_142_min",-0.47529819136412,0.0431887708946679,"USP14","min",-0.139863575984022,-0.520178180583785,-0.615161767348142
"CPT1C","NF2_065_min",-0.434388507565082,0.0800562608765723,"NF2","min",-0.214945021355672,-0.26323296520172,-0.649333528920754
"CPT1C","STX4_161_min",-0.515585592181733,0.0963553815779647,"STX4","min",-0.214945021355672,-0.0555408070021953,-0.730530613537405
"CPT2","ALG3_249_rich",-0.387717836045784,0.00886361233786586,"ALG3","rich",-0.269988179923762,-0.225391030469643,-0.657706015969546
"CPT2","CRIPT_260_rich",-0.715261391707785,0.000700034545441896,"CRIPT","rich",-0.269988179923762,-0.30293875946562,-0.985249571631547
"CPT2","DLAT_321_rich",-0.306853808087342,0.0173548640242584,"DLAT","rich",-0.269988179923762,-0.138169888702848,-0.576841988011104
"CPT2","KIAA0196_301_rich",-0.318248541994159,0.0308167559930659,"KIAA0196","rich",-0.269988179923762,-0.229301987149054,-0.588236721917921
"CPT2","MGAT1_116_min",-0.373356010251378,0.0614986585333697,"MGAT1","min",-0.41966236814965,-0.513177188651783,-0.793018378401028
"CPT2","PDCD10_327_rich",-0.202527950558291,0.0776753390369418,"PDCD10","rich",-0.269988179923762,0.433512480510617,-0.472516130482053
"CPT2","TMEM209_376_rich",-0.390881877962374,0.00548712142218839,"TMEM209","rich",-0.269988179923762,-0.240523296234481,-0.660870057886136
"CPT2","TSC2_150_min",-0.479528842164465,0.0505032801808161,"TSC2","min",-0.41966236814965,-1.18103804256508,-0.899191210314115
"CR1","ATP5L_334_rich",-0.494170721038041,0.0986208557431378,"ATP5L","rich",-0.119838966936575,-0.733990543864709,-0.614009687974616
"CR1","PIGO_123_min",-0.545598935026993,0.0842486058098146,"PIGO","min",-0.149384425102273,-1.29069723448006,-0.694983360129266
"CR1","PPOX_185_min",-0.623296144828524,0.00868488395925632,"PPOX","min",-0.149384425102273,-0.301465218721775,-0.772680569930797
"CRAT","ATP5J_242_rich",-0.124927766631558,0.0969587261730245,"ATP5J","rich",-0.0268222833552334,-1.022664574965,-0.151750049986791
"CRAT","BLM_390_rich",-0.327838303539743,0.0267165286406742,"BLM","rich",-0.0268222833552334,-1.17410616181416,-0.354660586894976
"CRAT","C17orf53_361_rich",-0.287843184479325,0.0341509006331126,"C17orf53","rich",-0.0268222833552334,-0.966780469930334,-0.314665467834558
"CRAT","KIAA0196_301_rich",-0.260690083008473,0.0315190355227258,"KIAA0196","rich",-0.0268222833552334,-0.229301987149054,-0.287512366363706
"CRAT","NAA38_224_rich",-0.393067991069481,0.0261301546801774,"NAA38","rich",-0.0268222833552334,-2.31436169672078,-0.419890274424714
"CRAT","NAA40_213_rich",-0.369390542942348,0.0571757998571336,"NAA40","rich",-0.0268222833552334,-0.803510150806382,-0.396212826297581
"CRAT","PARP1_364_rich",-0.271725478007563,0.0531606836874394,"PARP1","rich",-0.0268222833552334,-0.70248917605682,-0.298547761362796
"CRAT","PCSK9_342_rich",-0.300062378197586,0.0495021229385358,"PCSK9","rich",-0.0268222833552334,-0.281757025121924,-0.326884661552819
"CRAT","PIGA_330_rich",-0.200879547631061,0.0721217948910476,"PIGA","rich",-0.0268222833552334,-0.0410740298416923,-0.227701830986294
"CRAT","SETDB1_329_rich",-0.289512819177036,0.0138360078034424,"SETDB1","rich",-0.0268222833552334,-0.106186400751038,-0.316335102532269
"CRAT","SLC25A32_259_rich",-0.371424263273978,0.00536596257175237,"SLC25A32","rich",-0.0268222833552334,-0.635877749005006,-0.398246546629211
"CRAT","TSC22D2_350_rich",-0.404581660828266,0.0316102952968059,"TSC22D2","rich",-0.0268222833552334,-0.640013803757435,-0.431403944183499
"CRAT","VPS52_241_rich",-0.163645596304928,0.0636749517976575,"VPS52","rich",-0.0268222833552334,-1.41695529171255,-0.190467879660161
"CRB2","NAT14_217_rich",-0.415481495259212,0.0761010950859022,"NAT14","rich",-0.127009338568967,-0.267229782746455,-0.542490833828179
"CRB2","TUBB_312_rich",-0.345684837896977,0.0964267996858572,"TUBB","rich",-0.127009338568967,-3.08855124608542,-0.472694176465944
"CREB1","BRD4_037_min",-0.809918965365411,3.41775793073571e-08,"BRD4","min",0.512386300490384,-1.33826033052614,-0.297532664875027
"CREB1","C12orf49_136_min",-0.380833113023631,0.00785624377351042,"C12orf49","min",0.512386300490384,0.0772789189251666,0.131553187466753
"CREB1","CCDC101_062_min",-0.863172584917257,0.0141076309904145,"CCDC101","min",0.512386300490384,-0.460855911737687,-0.350786284426873
"CREB1","CLPX_177_min",-0.146375626413268,0.0909945148820675,"CLPX","min",0.512386300490384,-1.26460006634722,0.366010674077116
"CREB1","FANCG_192_min",-0.450534757944812,0.00239741936664124,"FANCG","min",0.512386300490384,-1.52751475465707,0.061851542545572
"CREB1","FASN_004_min",-0.132219291352751,0.062506871377094,"FASN","min",0.512386300490384,-0.51017025850959,0.380167009137633
"CREB1","FLCN_144_min",-0.21254978560112,0.0261582184981736,"FLCN","min",0.512386300490384,-0.148253399551714,0.299836514889264
"CREB1","FOXRED1_226_rich",-0.862104779353248,1.17033030087656e-05,"FOXRED1","rich",-0.0821786912444245,-1.02663075410245,-0.944283470597673
"CREB1","NAA30_351_rich",-0.0415984036187592,0.079409188524234,"NAA30","rich",-0.0821786912444245,-1.63469954381974,-0.123777094863184
"CREB1","NDUFA2_159_rich",-0.552213751082108,0.00190114966746792,"NDUFA2","rich",-0.0821786912444245,-1.40559869482585,-0.634392442326533
"CREB1","NF2_065_min",-0.280596487787712,0.00514628483914082,"NF2","min",0.512386300490384,-0.26323296520172,0.231789812702672
"CREB1","RAB14_302_rich",-0.620076978126596,0.0562067124126128,"RAB14","rich",-0.0821786912444245,-0.2139165295652,-0.70225566937102
"CREB1","RIC1_382_rich",-0.536464582707816,0.0185880514583768,"RIC1","rich",-0.0821786912444245,0,-0.618643273952241
"CREB1","SLC3A2_137_min",-0.0716730661020841,0.0451776843836573,"SLC3A2","min",0.512386300490384,0.176473118717745,0.4407132343883
"CREB1","USP14_142_min",-0.134539358819849,0.0440683926369966,"USP14","min",0.512386300490384,-0.520178180583785,0.377846941670535
"CREB1","VHL_034_min",-0.40951842114055,0.000245136401315606,"VHL","min",0.512386300490384,-3.09824856242885,0.102867879349834
"CREB1","VPS52_241_rich",-0.633309512033478,1.72500135677636e-05,"VPS52","rich",-0.0821786912444245,-1.41695529171255,-0.715488203277902
"CREB1","VPS54_271_rich",-0.607794255282728,0.00171075638200141,"VPS54","rich",-0.0821786912444245,-0.987791895975991,-0.689972946527152
"CREB1","WDR73_125_min",-0.248385080519043,0.0723910062896932,"WDR73","min",0.512386300490384,-1.53611327177983,0.264001219971341
"CREB3L1","ATG5_128_min",-0.464889335313949,0.012674662682321,"ATG5","min",-0.452570616943544,-0.247898183000309,-0.917459952257493
"CREB3L1","TAPT1_141_min",-0.345543427101082,0.0613517702495985,"TAPT1","min",-0.452570616943544,-0.968740270231911,-0.798114044044626
"CREB3L1","VPS54_271_rich",-0.336014460831351,0.0806880763053198,"VPS54","rich",-0.444421910684077,-0.987791895975991,-0.780436371515428
"CREB3L3","EXO1_384_rich",-0.351110225003927,0.0667568947498301,"EXO1","rich",0.0336574539279673,-0.877213474586075,-0.31745277107596
"CRELD1","CCDC101_062_min",-0.248262514055938,0.0386536084844499,"CCDC101","min",-0.0139664698796755,-0.460855911737687,-0.262228983935614
"CRELD1","EHMT2_156_min",-0.28109334541061,0.0745389032987514,"EHMT2","min",-0.0139664698796755,-0.731059921618947,-0.295059815290285
"CRIPT","C12orf49_136_min",-0.371980734578234,0.0875877079155873,"C12orf49","min",-0.0549780990529159,0.0772789189251666,-0.42695883363115
"CRIPT","MGAT1_116_min",-0.333853522397223,0.060465391660539,"MGAT1","min",-0.0549780990529159,-0.513177188651783,-0.388831621450139
"CRIPT","PGP_041_min",-0.702312979977019,0.0587976522105474,"PGP","min",-0.0549780990529159,-1.1427957633117,-0.757291079029935
"CRIPT","PTPN11_163_min",-0.611346699309418,0.0201337588331074,"PTPN11","min",-0.0549780990529159,-0.666460375769746,-0.666324798362334
"CRIPT","SLC16A3_005_min",-0.772714181166463,0.000741315745696856,"SLC16A3","min",-0.0549780990529159,-0.0551379858915966,-0.827692280219379
"CRIPT","VPS52_241_rich",-0.955452840964999,0.00106992264061165,"VPS52","rich",-0.30293875946562,-1.41695529171255,-1.25839160043062
"CRLF1","NAA30_351_rich",-0.53035607628973,0.0354698185104255,"NAA30","rich",-0.258395465293601,-1.63469954381974,-0.788751541583331
"CRX","ATP5L_334_rich",-0.374044035737872,0.0484948911924976,"ATP5L","rich",-0.214971696499596,-0.733990543864709,-0.589015732237468
"CRX","EMC2_276_rich",-0.495986441970891,0.0327231297014163,"EMC2","rich",-0.214971696499596,-1.09077107715189,-0.710958138470487
"CRY1","CCDC101_062_min",-0.414194249470961,0.0823609933296708,"CCDC101","min",0.000698777797865018,-0.460855911737687,-0.413495471673096
"CRY1","COQ7_079_min",-0.35187875860147,0.0622843773465587,"COQ7","min",0.000698777797865018,-0.733886344372303,-0.351179980803605
"CRY1","SLC3A2_137_min",-0.1528591707667,0.0505955814762365,"SLC3A2","min",0.000698777797865018,0.176473118717745,-0.152160392968835
"CRY1","SLX1_239_rich",-0.376275394429319,0.0522507781007614,"SLX1","rich",-0.134884031376641,0,-0.51115942580596
"CRYAA","BMI1_105_min",-0.36986640276199,0.0972274727864068,"BMI1","min",0.11155911987435,0.0928384784206818,-0.25830728288764
"CRYAB","ANGPTL4_272_rich",-0.395029000601803,0.0413364229541767,"ANGPTL4","rich",0.0752453978621168,-0.104097874162364,-0.319783602739686
"CRYBA2","TMEM94_275_rich",-0.447105813461077,0.0404736753290893,"TMEM94","rich",0.224121450273373,0,-0.222984363187704
"CRYBA4","FOXRED1_226_rich",-0.456098841594252,0.0412552024616856,"FOXRED1","rich",-0.111231277119606,-1.02663075410245,-0.567330118713858
"CRYBA4","HEATR5B_406_rich",-0.496797537448354,0.0184114495606499,"HEATR5B","rich",-0.111231277119606,-0.234549313609671,-0.60802881456796
"CRYBA4","PELO_295_rich",-0.370385468538047,0.0504023855831082,"PELO","rich",-0.111231277119606,-1.69324653068401,-0.481616745657653
"CRYBA4","PREPL_371_rich",-0.428580096222887,0.0978668788564364,"PREPL","rich",-0.111231277119606,-0.577775260602194,-0.539811373342493
"CRYBB1","DNMT3A_339_rich",-0.433371076478924,0.0368107086898621,"DNMT3A","rich",-0.152827670569024,-0.0974619360324646,-0.586198747047948
"CRYBB1","GSK3B_237_rich",-0.310643255088278,0.0894666424852449,"GSK3B","rich",-0.152827670569024,0.119634907204445,-0.463470925657302
"CRYBB2","DNMT3B_345_rich",-0.32896367179102,0.0887090665175408,"DNMT3B","rich",-0.0466384817024792,-0.280282008183844,-0.375602153493499
"CRYBB2","POLR2A_395_rich",-0.378093881063903,0.0106495080339792,"POLR2A","rich",-0.0466384817024792,-0.723743903151917,-0.424732362766382
"CRYBB2","VDAC1_368_rich",-0.350270929335948,0.0889520473504961,"VDAC1","rich",-0.0466384817024792,-0.759720865513102,-0.396909411038427
"CRYGD","ARID2_246_rich",-0.520450137533586,0.0584285328625498,"ARID2","rich",-0.0536875599173227,-0.384806857760921,-0.574137697450909
"CRYGS","C5orf34_357_rich",-0.456461231685745,0.0250505228666837,"C5orf34","rich",-0.0329241282650795,-0.268901416446952,-0.489385359950824
"CRYGS","RAB14_302_rich",-0.428345332418689,0.0728665675419455,"RAB14","rich",-0.0329241282650795,-0.2139165295652,-0.461269460683769
"CRYGS","SLX1_239_rich",-0.381360392502096,0.0756315995619627,"SLX1","rich",-0.0329241282650795,0,-0.414284520767176
"CRYM","ATP5J_242_rich",-0.377669228951832,0.058185500900108,"ATP5J","rich",-0.0929384394787176,-1.022664574965,-0.47060766843055
