	id	name	num_neighborhoods_enriched	top	num_connected_components	size_connected_components	num_large_connected_components	domain
2185	2185	GO:0009397 folic acid-containing compound catabolic process	0.0	False	0		0	0
2186	2186	GO:0009398 FMN biosynthetic process	0.0	False	0		0	0
2187	2187	GO:0009403 toxin biosynthetic process	0.0	False	0		0	0
2188	2188	GO:0009404 toxin metabolic process	0.0	False	0		0	0
2189	2189	GO:0009407 toxin catabolic process	0.0	False	0		0	0
2190	2190	GO:0009408 response to heat	0.0	False	0		0	0
2191	2191	GO:0009409 response to cold	0.0	False	0		0	0
2192	2192	GO:0009410 response to xenobiotic stimulus	0.0	False	0		0	0
2193	2193	GO:0009411 response to UV	0.0	False	0		0	0
2194	2194	GO:0009414 response to water deprivation	0.0	False	0		0	0
2195	2195	GO:0009415 response to water	0.0	False	0		0	0
2196	2196	GO:0009416 response to light stimulus	0.0	False	0		0	0
2197	2197	GO:0009435 NAD biosynthetic process	0.0	False	0		0	0
2198	2198	GO:0009436 glyoxylate catabolic process	0.0	False	0		0	0
2199	2199	GO:0009437 carnitine metabolic process	0.0	False	0		0	0
2200	2200	GO:0009438 methylglyoxal metabolic process	0.0	False	0		0	0
2201	2201	GO:0009440 cyanate catabolic process	0.0	False	0		0	0
2202	2202	GO:0009441 glycolate metabolic process	0.0	False	0		0	0
2203	2203	GO:0009443 pyridoxal 5'-phosphate salvage	0.0	False	0		0	0
2204	2204	GO:0009444 pyruvate oxidation	0.0	False	0		0	0
2205	2205	GO:0009445 putrescine metabolic process	0.0	False	0		0	0
2206	2206	GO:0009446 putrescine biosynthetic process	0.0	False	0		0	0
2207	2207	GO:0009447 putrescine catabolic process	0.0	False	0		0	0
2208	2208	GO:0009448 gamma-aminobutyric acid metabolic process	0.0	False	0		0	0
2209	2209	GO:0009449 gamma-aminobutyric acid biosynthetic process	0.0	False	0		0	0
2210	2210	GO:0009450 gamma-aminobutyric acid catabolic process	0.0	False	0		0	0
2211	2211	GO:0009451 RNA modification	4.0	False	0		0	0
2212	2212	GO:0009452 7-methylguanosine RNA capping	0.0	False	0		0	0
2213	2213	GO:0009566 fertilization	0.0	False	0		0	0
2214	2214	GO:0009581 detection of external stimulus	0.0	False	0		0	0
2215	2215	GO:0009582 detection of abiotic stimulus	3.0	False	0		0	0
2216	2216	GO:0009583 detection of light stimulus	0.0	False	0		0	0
2217	2217	GO:0009584 detection of visible light	0.0	False	0		0	0
2218	2218	GO:0009590 detection of gravity	0.0	False	0		0	0
2219	2219	GO:0009593 detection of chemical stimulus	0.0	False	0		0	0
2220	2220	GO:0009595 detection of biotic stimulus	0.0	False	0		0	0
2221	2221	GO:0009597 detection of virus	0.0	False	0		0	0
2222	2222	GO:0009605 response to external stimulus	2.0	False	0		0	0
2223	2223	GO:0009609 response to symbiotic bacterium	0.0	False	0		0	0
2224	2224	GO:0009611 response to wounding	0.0	False	0		0	0
2225	2225	GO:0009612 response to mechanical stimulus	0.0	False	0		0	0
2226	2226	GO:0009615 response to virus	0.0	False	0		0	0
2227	2227	GO:0009617 response to bacterium	0.0	False	0		0	0
2228	2228	GO:0009620 response to fungus	0.0	False	0		0	0
2229	2229	GO:0009624 response to nematode	0.0	False	0		0	0
2230	2230	GO:0009629 response to gravity	0.0	False	0		0	0
2231	2231	GO:0009631 cold acclimation	0.0	False	0		0	0
2232	2232	GO:0009635 response to herbicide	0.0	False	0		0	0
2233	2233	GO:0009636 response to toxic substance	0.0	False	0		0	0
2234	2234	GO:0009637 response to blue light	0.0	False	0		0	0
2235	2235	GO:0009642 response to light intensity	0.0	False	0		0	0
2236	2236	GO:0009644 response to high light intensity	0.0	False	0		0	0
2237	2237	GO:0009645 response to low light intensity stimulus	0.0	False	0		0	0
2238	2238	GO:0009648 photoperiodism	0.0	False	0		0	0
2239	2239	GO:0009649 entrainment of circadian clock	0.0	False	0		0	0
2240	2240	GO:0009650 UV protection	0.0	False	0		0	0
2241	2241	GO:0009651 response to salt stress	0.0	False	0		0	0
2242	2242	GO:0009682 induced systemic resistance	0.0	False	0		0	0
2243	2243	GO:0009683 indoleacetic acid metabolic process	0.0	False	0		0	0
2244	2244	GO:0009692 ethylene metabolic process	0.0	False	0		0	0
2245	2245	GO:0009725 response to hormone	0.0	False	0		0	0
2246	2246	GO:0009726 detection of endogenous stimulus	0.0	False	0		0	0
2247	2247	GO:0009730 detection of carbohydrate stimulus	0.0	False	0		0	0
2248	2248	GO:0009732 detection of hexose stimulus	0.0	False	0		0	0
2249	2249	GO:0009743 response to carbohydrate	0.0	False	0		0	0
2250	2250	GO:0009744 response to sucrose	0.0	False	0		0	0
2251	2251	GO:0009746 response to hexose	0.0	False	0		0	0
2252	2252	GO:0009749 response to glucose	0.0	False	0		0	0
2253	2253	GO:0009750 response to fructose	0.0	False	0		0	0
2254	2254	GO:0009751 response to salicylic acid	0.0	False	0		0	0
2255	2255	GO:0009755 hormone-mediated signaling pathway	0.0	False	0		0	0
2256	2256	GO:0009756 carbohydrate mediated signaling	0.0	False	0		0	0
2257	2257	GO:0009757 hexose mediated signaling	0.0	False	0		0	0
2258	2258	GO:0009785 blue light signaling pathway	0.0	False	0		0	0
2259	2259	GO:0009786 regulation of asymmetric cell division	0.0	False	0		0	0
2260	2260	GO:0009787 regulation of abscisic acid-activated signaling pathway	0.0	False	0		0	0
2261	2261	GO:0009789 positive regulation of abscisic acid-activated signaling pathway	0.0	False	0		0	0
2262	2262	GO:0009790 embryo development	0.0	False	0		0	0
2263	2263	GO:0009791 post-embryonic development	0.0	False	0		0	0
2264	2264	GO:0009792 embryo development ending in birth or egg hatching	0.0	False	0		0	0
2265	2265	GO:0009794 regulation of mitotic cell cycle, embryonic	0.0	False	0		0	0
2266	2266	GO:0009798 axis specification	0.0	False	0		0	0
2267	2267	GO:0009799 specification of symmetry	0.0	False	0		0	0
2268	2268	GO:0009804 coumarin metabolic process	0.0	False	0		0	0
2269	2269	GO:0009812 flavonoid metabolic process	0.0	False	0		0	0
2270	2270	GO:0009820 alkaloid metabolic process	0.0	False	0		0	0
2271	2271	GO:0009822 alkaloid catabolic process	0.0	False	0		0	0
2272	2272	GO:0009826 unidimensional cell growth	0.0	False	0		0	0
2273	2273	GO:0009838 abscission	0.0	False	0		0	0
2274	2274	GO:0009855 determination of bilateral symmetry	0.0	False	0		0	0
2275	2275	GO:0009880 embryonic pattern specification	0.0	False	0		0	0
2276	2276	GO:0009886 post-embryonic animal morphogenesis	0.0	False	0		0	0
2277	2277	GO:0009887 animal organ morphogenesis	0.0	False	0		0	0
2278	2278	GO:0009888 tissue development	1.0	False	0		0	0
2279	2279	GO:0009890 negative regulation of biosynthetic process	0.0	False	0		0	0
2280	2280	GO:0009894 regulation of catabolic process	0.0	False	0		0	0
2281	2281	GO:0009895 negative regulation of catabolic process	0.0	False	0		0	0
2282	2282	GO:0009912 auditory receptor cell fate commitment	0.0	False	0		0	0
2283	2283	GO:0009913 epidermal cell differentiation	0.0	False	0		0	0
2284	2284	GO:0009914 hormone transport	0.0	False	0		0	0
2285	2285	GO:0009946 proximal/distal axis specification	0.0	False	0		0	0
2286	2286	GO:0009948 anterior/posterior axis specification	0.0	False	0		0	0
2287	2287	GO:0009949 polarity specification of anterior/posterior axis	0.0	False	0		0	0
2288	2288	GO:0009950 dorsal/ventral axis specification	0.0	False	0		0	0
2289	2289	GO:0009952 anterior/posterior pattern specification	0.0	False	0		0	0
2290	2290	GO:0009953 dorsal/ventral pattern formation	0.0	False	0		0	0
2291	2291	GO:0009954 proximal/distal pattern formation	0.0	False	0		0	0
2292	2292	GO:0009956 radial pattern formation	0.0	False	0		0	0
2293	2293	GO:0009957 epidermal cell fate specification	0.0	False	0		0	0
2294	2294	GO:0009972 cytidine deamination	0.0	False	0		0	0
2295	2295	GO:0009988 cell-cell recognition	0.0	False	0		0	0
2296	2296	GO:0009991 response to extracellular stimulus	0.0	False	0		0	0
2297	2297	GO:0009992 cellular water homeostasis	0.0	False	0		0	0
2298	2298	GO:0009994 oocyte differentiation	0.0	False	0		0	0
2299	2299	GO:0009996 negative regulation of cell fate specification	0.0	False	0		0	0
2300	2300	GO:0010001 glial cell differentiation	0.0	False	0		0	0
2301	2301	GO:0010002 cardioblast differentiation	0.0	False	0		0	0
2302	2302	GO:0010021 amylopectin biosynthetic process	0.0	False	0		0	0
2303	2303	GO:0010025 wax biosynthetic process	0.0	False	0		0	0
2304	2304	GO:0010032 meiotic chromosome condensation	0.0	False	0		0	0
2305	2305	GO:0010034 response to acetate	0.0	False	0		0	0
2306	2306	GO:0010035 response to inorganic substance	0.0	False	0		0	0
2307	2307	GO:0010037 response to carbon dioxide	0.0	False	0		0	0
2308	2308	GO:0010038 response to metal ion	0.0	False	0		0	0
2309	2309	GO:0010039 response to iron ion	0.0	False	0		0	0
2310	2310	GO:0010040 response to iron(II) ion	0.0	False	0		0	0
2311	2311	GO:0010041 response to iron(III) ion	0.0	False	0		0	0
2312	2312	GO:0010042 response to manganese ion	0.0	False	0		0	0
2313	2313	GO:0010043 response to zinc ion	0.0	False	0		0	0
2314	2314	GO:0010044 response to aluminum ion	0.0	False	0		0	0
2315	2315	GO:0010045 response to nickel cation	0.0	False	0		0	0
2316	2316	GO:0010046 response to mycotoxin	0.0	False	0		0	0
2317	2317	GO:0010070 zygote asymmetric cell division	0.0	False	0		0	0
2318	2318	GO:0010085 polarity specification of proximal/distal axis	0.0	False	0		0	0
2319	2319	GO:0010092 specification of animal organ identity	0.0	False	0		0	0
2320	2320	GO:0010106 cellular response to iron ion starvation	0.0	False	0		0	0
2321	2321	GO:0010121 arginine catabolic process to proline via ornithine	0.0	False	0		0	0
2322	2322	GO:0010124 phenylacetate catabolic process	0.0	False	0		0	0
2323	2323	GO:0010133 proline catabolic process to glutamate	0.0	False	0		0	0
2324	2324	GO:0010138 pyrimidine ribonucleotide salvage	0.0	False	0		0	0
2325	2325	GO:0010142 farnesyl diphosphate biosynthetic process, mevalonate pathway	0.0	False	0		0	0
2326	2326	GO:0010155 regulation of proton transport	0.0	False	0		0	0
2327	2327	GO:0010157 response to chlorate	0.0	False	0		0	0
2328	2328	GO:0010159 specification of animal organ position	0.0	False	0		0	0
2329	2329	GO:0010160 formation of animal organ boundary	0.0	False	0		0	0
2330	2330	GO:0010164 response to cesium ion	0.0	False	0		0	0
2331	2331	GO:0010165 response to X-ray	81.0	True	1	[81]	1	1
2332	2332	GO:0010171 body morphogenesis	0.0	False	0		0	0
2333	2333	GO:0010172 embryonic body morphogenesis	0.0	False	0		0	0
2334	2334	GO:0010182 sugar mediated signaling pathway	0.0	False	0		0	0
2335	2335	GO:0010186 positive regulation of cellular defense response	0.0	False	0		0	0
2336	2336	GO:0010189 vitamin E biosynthetic process	0.0	False	0		0	0
2337	2337	GO:0010193 response to ozone	0.0	False	0		0	0
2338	2338	GO:0010212 response to ionizing radiation	127.0	True	1	[127]	1	1
2339	2339	GO:0010216 maintenance of DNA methylation	0.0	False	0		0	0
2340	2340	GO:0010224 response to UV-B	0.0	False	0		0	0
2341	2341	GO:0010225 response to UV-C	0.0	False	0		0	0
2342	2342	GO:0010226 response to lithium ion	0.0	False	0		0	0
2343	2343	GO:0010232 vascular transport	0.0	False	0		0	0
2344	2344	GO:0010243 response to organonitrogen compound	0.0	False	0		0	0
2345	2345	GO:0010248 establishment or maintenance of transmembrane electrochemical gradient	0.0	False	0		0	0
2346	2346	GO:0010255 glucose mediated signaling pathway	0.0	False	0		0	0
2347	2347	GO:0010256 endomembrane system organization	0.0	False	0		0	0
2348	2348	GO:0010257 NADH dehydrogenase complex assembly	0.0	False	0		0	0
2349	2349	GO:0010259 multicellular organism aging	0.0	False	0		0	0
2350	2350	GO:0010260 animal organ senescence	0.0	False	0		0	0
2351	2351	GO:0010265 SCF complex assembly	0.0	False	0		0	0
2352	2352	GO:0010266 response to vitamin B1	0.0	False	0		0	0
2353	2353	GO:0010269 response to selenium ion	0.0	False	0		0	0
2354	2354	GO:0010272 response to silver ion	0.0	False	0		0	0
2355	2355	GO:0010273 detoxification of copper ion	0.0	False	0		0	0
2356	2356	GO:0010288 response to lead ion	0.0	False	0		0	0
2357	2357	GO:0010310 regulation of hydrogen peroxide metabolic process	0.0	False	0		0	0
2358	2358	GO:0010312 detoxification of zinc ion	0.0	False	0		0	0
2359	2359	GO:0010324 membrane invagination	45.0	False	18	[28  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]	1	0
2360	2360	GO:0010332 response to gamma radiation	70.0	True	1	[70]	1	1
2361	2361	GO:0010359 regulation of anion channel activity	0.0	False	0		0	0
2362	2362	GO:0010360 negative regulation of anion channel activity	0.0	False	0		0	0
2363	2363	GO:0010387 COP9 signalosome assembly	0.0	False	0		0	0
2364	2364	GO:0010389 regulation of G2/M transition of mitotic cell cycle	195.0	True	1	[195]	1	24
2365	2365	GO:0010390 histone monoubiquitination	0.0	False	0		0	0
2366	2366	GO:0010424 DNA methylation on cytosine within a CG sequence	0.0	False	0		0	0
2367	2367	GO:0010430 fatty acid omega-oxidation	0.0	False	0		0	0
2368	2368	GO:0010446 response to alkaline pH	0.0	False	0		0	0
2369	2369	GO:0010447 response to acidic pH	0.0	False	0		0	0
2370	2370	GO:0010452 histone H3-K36 methylation	0.0	False	0		0	0
2371	2371	GO:0010453 regulation of cell fate commitment	0.0	False	0		0	0
2372	2372	GO:0010454 negative regulation of cell fate commitment	0.0	False	0		0	0
2373	2373	GO:0010455 positive regulation of cell fate commitment	0.0	False	0		0	0
2374	2374	GO:0010457 centriole-centriole cohesion	0.0	False	0		0	0
2375	2375	GO:0010458 exit from mitosis	42.0	False	18	[25  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]	1	0
2376	2376	GO:0010459 negative regulation of heart rate	0.0	False	0		0	0
2377	2377	GO:0010460 positive regulation of heart rate	0.0	False	0		0	0
2378	2378	GO:0010463 mesenchymal cell proliferation	0.0	False	0		0	0
2379	2379	GO:0010466 negative regulation of peptidase activity	0.0	False	0		0	0
2380	2380	GO:0010467 gene expression	0.0	False	0		0	0
2381	2381	GO:0010468 regulation of gene expression	46.0	True	1	[46]	1	19
2382	2382	GO:0010469 regulation of signaling receptor activity	0.0	False	0		0	0
2383	2383	GO:0010470 regulation of gastrulation	26.0	False	26	[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]	0	0
2384	2384	GO:0010477 response to sulfur dioxide	0.0	False	0		0	0
2385	2385	GO:0010481 epidermal cell division	0.0	False	0		0	0
2386	2386	GO:0010482 regulation of epidermal cell division	0.0	False	0		0	0
2387	2387	GO:0010496 intercellular transport	0.0	False	0		0	0
2388	2388	GO:0010498 proteasomal protein catabolic process	0.0	False	0		0	0
2389	2389	GO:0010499 proteasomal ubiquitin-independent protein catabolic process	0.0	False	0		0	0
2390	2390	GO:0010501 RNA secondary structure unwinding	0.0	False	0		0	0
2391	2391	GO:0010506 regulation of autophagy	47.0	True	1	[47]	1	25
2392	2392	GO:0010507 negative regulation of autophagy	0.0	False	0		0	0
2393	2393	GO:0010508 positive regulation of autophagy	0.0	False	0		0	0
2394	2394	GO:0010509 polyamine homeostasis	0.0	False	0		0	0
2395	2395	GO:0010510 regulation of acetyl-CoA biosynthetic process from pyruvate	0.0	False	0		0	0
2396	2396	GO:0010512 negative regulation of phosphatidylinositol biosynthetic process	0.0	False	0		0	0
2397	2397	GO:0010513 positive regulation of phosphatidylinositol biosynthetic process	0.0	False	0		0	0
2398	2398	GO:0010517 regulation of phospholipase activity	0.0	False	0		0	0
2399	2399	GO:0010518 positive regulation of phospholipase activity	0.0	False	0		0	0
2400	2400	GO:0010519 negative regulation of phospholipase activity	0.0	False	0		0	0
2401	2401	GO:0010522 regulation of calcium ion transport into cytosol	0.0	False	0		0	0
2402	2402	GO:0010523 negative regulation of calcium ion transport into cytosol	0.0	False	0		0	0
2403	2403	GO:0010524 positive regulation of calcium ion transport into cytosol	0.0	False	0		0	0
2404	2404	GO:0010526 negative regulation of transposition, RNA-mediated	0.0	False	0		0	0
2405	2405	GO:0010529 negative regulation of transposition	0.0	False	0		0	0
2406	2406	GO:0010533 regulation of activation of Janus kinase activity	0.0	False	0		0	0
2407	2407	GO:0010536 positive regulation of activation of Janus kinase activity	0.0	False	0		0	0
2408	2408	GO:0010543 regulation of platelet activation	0.0	False	0		0	0
2409	2409	GO:0010544 negative regulation of platelet activation	0.0	False	0		0	0
2410	2410	GO:0010556 regulation of macromolecule biosynthetic process	0.0	False	0		0	0
2411	2411	GO:0010557 positive regulation of macromolecule biosynthetic process	0.0	False	0		0	0
2412	2412	GO:0010558 negative regulation of macromolecule biosynthetic process	0.0	False	0		0	0
2413	2413	GO:0010559 regulation of glycoprotein biosynthetic process	0.0	False	0		0	0
2414	2414	GO:0010560 positive regulation of glycoprotein biosynthetic process	0.0	False	0		0	0
2415	2415	GO:0010561 negative regulation of glycoprotein biosynthetic process	0.0	False	0		0	0
2416	2416	GO:0010562 positive regulation of phosphorus metabolic process	0.0	False	0		0	0
2417	2417	GO:0010563 negative regulation of phosphorus metabolic process	0.0	False	0		0	0
2418	2418	GO:0010564 regulation of cell cycle process	235.0	True	1	[235]	1	24
2419	2419	GO:0010565 regulation of cellular ketone metabolic process	0.0	False	0		0	0
2420	2420	GO:0010566 regulation of ketone biosynthetic process	0.0	False	0		0	0
2421	2421	GO:0010569 regulation of double-strand break repair via homologous recombination	50.0	True	1	[50]	1	1
2422	2422	GO:0010571 positive regulation of nuclear cell cycle DNA replication	0.0	False	0		0	0
2423	2423	GO:0010572 positive regulation of platelet activation	0.0	False	0		0	0
2424	2424	GO:0010573 vascular endothelial growth factor production	0.0	False	0		0	0
2425	2425	GO:0010574 regulation of vascular endothelial growth factor production	0.0	False	0		0	0
2426	2426	GO:0010575 positive regulation of vascular endothelial growth factor production	0.0	False	0		0	0
2427	2427	GO:0010578 regulation of adenylate cyclase activity involved in G protein-coupled receptor signaling pathway	0.0	False	0		0	0
2428	2428	GO:0010585 glutamine secretion	0.0	False	0		0	0
2429	2429	GO:0010586 miRNA metabolic process	0.0	False	0		0	0
2430	2430	GO:0010587 miRNA catabolic process	2.0	False	0		0	0
2431	2431	GO:0010591 regulation of lamellipodium assembly	18.0	False	18	[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]	0	0
2432	2432	GO:0010592 positive regulation of lamellipodium assembly	114.0	True	1	[114]	1	14
2433	2433	GO:0010593 negative regulation of lamellipodium assembly	0.0	False	0		0	0
2434	2434	GO:0010594 regulation of endothelial cell migration	0.0	False	0		0	0
2435	2435	GO:0010595 positive regulation of endothelial cell migration	0.0	False	0		0	0
2436	2436	GO:0010596 negative regulation of endothelial cell migration	0.0	False	0		0	0
2437	2437	GO:0010603 regulation of cytoplasmic mRNA processing body assembly	0.0	False	0		0	0
2438	2438	GO:0010606 positive regulation of cytoplasmic mRNA processing body assembly	10.0	True	1	[10]	1	0
2439	2439	GO:0010607 negative regulation of cytoplasmic mRNA processing body assembly	0.0	False	0		0	0
2440	2440	GO:0010608 posttranscriptional regulation of gene expression	0.0	False	0		0	0
2441	2441	GO:0010609 mRNA localization resulting in posttranscriptional regulation of gene expression	0.0	False	0		0	0
2442	2442	GO:0010610 regulation of mRNA stability involved in response to stress	0.0	False	0		0	0
2443	2443	GO:0010611 regulation of cardiac muscle hypertrophy	0.0	False	0		0	0
2444	2444	GO:0010612 regulation of cardiac muscle adaptation	0.0	False	0		0	0
2445	2445	GO:0010613 positive regulation of cardiac muscle hypertrophy	0.0	False	0		0	0
2446	2446	GO:0010614 negative regulation of cardiac muscle hypertrophy	0.0	False	0		0	0
2447	2447	GO:0010615 positive regulation of cardiac muscle adaptation	0.0	False	0		0	0
2448	2448	GO:0010616 negative regulation of cardiac muscle adaptation	0.0	False	0		0	0
2449	2449	GO:0010621 negative regulation of transcription by transcription factor localization	0.0	False	0		0	0
2450	2450	GO:0010623 programmed cell death involved in cell development	0.0	False	0		0	0
2451	2451	GO:0010625 positive regulation of Schwann cell proliferation	0.0	False	0		0	0
2452	2452	GO:0010626 negative regulation of Schwann cell proliferation	0.0	False	0		0	0
2453	2453	GO:0010628 positive regulation of gene expression	25.0	False	2	[13 12]	2	0
2454	2454	GO:0010631 epithelial cell migration	42.0	False	32	"[11  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1]"	1	0
2455	2455	GO:0010632 regulation of epithelial cell migration	4.0	False	0		0	0
2456	2456	GO:0010633 negative regulation of epithelial cell migration	0.0	False	0		0	0
2457	2457	GO:0010634 positive regulation of epithelial cell migration	0.0	False	0		0	0
2458	2458	GO:0010635 regulation of mitochondrial fusion	0.0	False	0		0	0
2459	2459	GO:0010636 positive regulation of mitochondrial fusion	0.0	False	0		0	0
2460	2460	GO:0010637 negative regulation of mitochondrial fusion	0.0	False	0		0	0
2461	2461	GO:0010638 positive regulation of organelle organization	0.0	False	0		0	0
2462	2462	GO:0010639 negative regulation of organelle organization	0.0	False	0		0	0
2463	2463	GO:0010640 regulation of platelet-derived growth factor receptor signaling pathway	0.0	False	0		0	0
2464	2464	GO:0010641 positive regulation of platelet-derived growth factor receptor signaling pathway	0.0	False	0		0	0
2465	2465	GO:0010642 negative regulation of platelet-derived growth factor receptor signaling pathway	0.0	False	0		0	0
2466	2466	GO:0010643 cell communication by chemical coupling	0.0	False	0		0	0
2467	2467	GO:0010644 cell communication by electrical coupling	0.0	False	0		0	0
2468	2468	GO:0010649 regulation of cell communication by electrical coupling	0.0	False	0		0	0
2469	2469	GO:0010650 positive regulation of cell communication by electrical coupling	0.0	False	0		0	0
2470	2470	GO:0010651 negative regulation of cell communication by electrical coupling	0.0	False	0		0	0
2471	2471	GO:0010652 positive regulation of cell communication by chemical coupling	0.0	False	0		0	0
2472	2472	GO:0010656 negative regulation of muscle cell apoptotic process	0.0	False	0		0	0
2473	2473	GO:0010657 muscle cell apoptotic process	0.0	False	0		0	0
2474	2474	GO:0010658 striated muscle cell apoptotic process	0.0	False	0		0	0
2475	2475	GO:0010659 cardiac muscle cell apoptotic process	0.0	False	0		0	0
2476	2476	GO:0010660 regulation of muscle cell apoptotic process	0.0	False	0		0	0
2477	2477	GO:0010661 positive regulation of muscle cell apoptotic process	0.0	False	0		0	0
2478	2478	GO:0010662 regulation of striated muscle cell apoptotic process	0.0	False	0		0	0
2479	2479	GO:0010663 positive regulation of striated muscle cell apoptotic process	0.0	False	0		0	0
2480	2480	GO:0010664 negative regulation of striated muscle cell apoptotic process	0.0	False	0		0	0
2481	2481	GO:0010665 regulation of cardiac muscle cell apoptotic process	0.0	False	0		0	0
2482	2482	GO:0010666 positive regulation of cardiac muscle cell apoptotic process	0.0	False	0		0	0
2483	2483	GO:0010667 negative regulation of cardiac muscle cell apoptotic process	0.0	False	0		0	0
2484	2484	GO:0010668 ectodermal cell differentiation	0.0	False	0		0	0
2485	2485	GO:0010669 epithelial structure maintenance	0.0	False	0		0	0
2486	2486	GO:0010675 regulation of cellular carbohydrate metabolic process	0.0	False	0		0	0
2487	2487	GO:0010676 positive regulation of cellular carbohydrate metabolic process	78.0	True	1	[78]	1	31
2488	2488	GO:0010693 negative regulation of alkaline phosphatase activity	0.0	False	0		0	0
2489	2489	GO:0010694 positive regulation of alkaline phosphatase activity	0.0	False	0		0	0
2490	2490	GO:0010700 negative regulation of norepinephrine secretion	0.0	False	0		0	0
2491	2491	GO:0010701 positive regulation of norepinephrine secretion	0.0	False	0		0	0
2492	2492	GO:0010705 meiotic DNA double-strand break processing involved in reciprocal meiotic recombination	0.0	False	0		0	0
2493	2493	GO:0010706 ganglioside biosynthetic process via lactosylceramide	0.0	False	0		0	0
2494	2494	GO:0010707 globoside biosynthetic process via lactosylceramide	0.0	False	0		0	0
2495	2495	GO:0010710 regulation of collagen catabolic process	0.0	False	0		0	0
2496	2496	GO:0010711 negative regulation of collagen catabolic process	0.0	False	0		0	0
2497	2497	GO:0010712 regulation of collagen metabolic process	0.0	False	0		0	0
2498	2498	GO:0010713 negative regulation of collagen metabolic process	0.0	False	0		0	0
2499	2499	GO:0010714 positive regulation of collagen metabolic process	0.0	False	0		0	0
2500	2500	GO:0010715 regulation of extracellular matrix disassembly	0.0	False	0		0	0
2501	2501	GO:0010716 negative regulation of extracellular matrix disassembly	0.0	False	0		0	0
2502	2502	GO:0010717 regulation of epithelial to mesenchymal transition	26.0	False	26	[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]	0	0
2503	2503	GO:0010718 positive regulation of epithelial to mesenchymal transition	0.0	False	0		0	0
2504	2504	GO:0010719 negative regulation of epithelial to mesenchymal transition	0.0	False	0		0	0
2505	2505	GO:0010720 positive regulation of cell development	0.0	False	0		0	0
2506	2506	GO:0010721 negative regulation of cell development	0.0	False	0		0	0
2507	2507	GO:0010722 regulation of ferrochelatase activity	0.0	False	0		0	0
2508	2508	GO:0010724 regulation of definitive erythrocyte differentiation	0.0	False	0		0	0
2509	2509	GO:0010725 regulation of primitive erythrocyte differentiation	0.0	False	0		0	0
2510	2510	GO:0010726 positive regulation of hydrogen peroxide metabolic process	0.0	False	0		0	0
2511	2511	GO:0010727 negative regulation of hydrogen peroxide metabolic process	0.0	False	0		0	0
2512	2512	GO:0010729 positive regulation of hydrogen peroxide biosynthetic process	0.0	False	0		0	0
2513	2513	GO:0010730 negative regulation of hydrogen peroxide biosynthetic process	0.0	False	0		0	0
2514	2514	GO:0010734 negative regulation of protein glutathionylation	0.0	False	0		0	0
2515	2515	GO:0010735 positive regulation of transcription via serum response element binding	0.0	False	0		0	0
2516	2516	GO:0010737 protein kinase A signaling	0.0	False	0		0	0
2517	2517	GO:0010738 regulation of protein kinase A signaling	0.0	False	0		0	0
2518	2518	GO:0010739 positive regulation of protein kinase A signaling	0.0	False	0		0	0
2519	2519	GO:0010742 macrophage derived foam cell differentiation	0.0	False	0		0	0
2520	2520	GO:0010743 regulation of macrophage derived foam cell differentiation	0.0	False	0		0	0
2521	2521	GO:0010744 positive regulation of macrophage derived foam cell differentiation	0.0	False	0		0	0
2522	2522	GO:0010745 negative regulation of macrophage derived foam cell differentiation	0.0	False	0		0	0
2523	2523	GO:0010747 positive regulation of long-chain fatty acid import across plasma membrane	0.0	False	0		0	0
2524	2524	GO:0010748 negative regulation of long-chain fatty acid import across plasma membrane	78.0	True	1	[78]	1	31
2525	2525	GO:0010749 regulation of nitric oxide mediated signal transduction	0.0	False	0		0	0
2526	2526	GO:0010750 positive regulation of nitric oxide mediated signal transduction	0.0	False	0		0	0
2527	2527	GO:0010751 negative regulation of nitric oxide mediated signal transduction	0.0	False	0		0	0
2528	2528	GO:0010752 regulation of cGMP-mediated signaling	0.0	False	0		0	0
2529	2529	GO:0010753 positive regulation of cGMP-mediated signaling	0.0	False	0		0	0
2530	2530	GO:0010754 negative regulation of cGMP-mediated signaling	0.0	False	0		0	0
2531	2531	GO:0010755 regulation of plasminogen activation	0.0	False	0		0	0
2532	2532	GO:0010756 positive regulation of plasminogen activation	0.0	False	0		0	0
2533	2533	GO:0010757 negative regulation of plasminogen activation	0.0	False	0		0	0
2534	2534	GO:0010758 regulation of macrophage chemotaxis	0.0	False	0		0	0
2535	2535	GO:0010759 positive regulation of macrophage chemotaxis	0.0	False	0		0	0
2536	2536	GO:0010760 negative regulation of macrophage chemotaxis	0.0	False	0		0	0
2537	2537	GO:0010761 fibroblast migration	0.0	False	0		0	0
2538	2538	GO:0010762 regulation of fibroblast migration	0.0	False	0		0	0
2539	2539	GO:0010763 positive regulation of fibroblast migration	0.0	False	0		0	0
2540	2540	GO:0010764 negative regulation of fibroblast migration	0.0	False	0		0	0
