"","ID","Name","Length","AUPRC_depmap","AUPRC_gin","AUPRC_bionic","subtract_bionic_depmap_auprc","subtract_bionic_gin_auprc","subtract_depmap_gin_auprc","Fraction_mito","Mito_genes","Fraction_essential","Essential_genes"
"448",810,"FCP1-associated protein complex",7,0.0027,0.0012,9e-04,-0.0018,-3e-04,0.0015,0,"",0.714285714285714,"PRMT5;POLR2B;ERH;WDR77;CTDP1"
"449",811,"FCP1-associated protein complex",7,0.0027,0.0012,9e-04,-0.0018,-3e-04,0.0015,0,"",0.714285714285714,"PRMT5;POLR2B;ERH;WDR77;CTDP1"
"450",812,"Upf complex (UPF1, UPF2, UPF3a)",3,0.0019,0.0419,0.0042,0.0023,-0.0377,-0.04,0,"",0.333333333333333,"UPF2"
"451",813,"Upf complex (UPF1, UPF2, UPF3b)",3,0.0087,0.0418,0.0648,0.0561,0.023,-0.0331,0,"",0.333333333333333,"UPF2"
"452",814,"Postsplicing complex",7,0.0028,0.0059,0.0087,0.0059,0.0028,-0.0031,0,"",0.428571428571429,"UPF2;NXF1;RBM8A"
"453",815,"MRIP-MBS-RHOA complex",3,0.0835,0.0063,0.0418,-0.0417,0.0355,0.0772,0,"",0.333333333333333,"PPP1R12A"
"454",816,"MRIP-RHOA complex",2,1e-04,1e-04,1e-04,0,0,0,0,"",0,""
"455",817,"MRIP-MBS complex",2,0,0.0263,0,0,-0.0263,-0.0263,0,"",0.5,"PPP1R12A"
"456",819,"20S methylosome-SmD complex",4,0.0023,4e-04,0.0078,0.0055,0.0074,0.0019,0,"",1,"PRMT5;CLNS1A;SNRPD1;SNRPD3"
"457",820,"SNARE complex (STX6, SNAP23)",2,1e-04,0.0086,1e-04,0,-0.0085,-0.0085,0,"",0,""
"458",822,"mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)",10,0.0088,0.0041,0.0126,0.0038,0.0085,0.0047,0,"",0.5,"EXOSC10;EXOSC2;XRN2;UPF2;EXOSC4"
"459",824,"Anti-SMN protein complex",6,0.0015,0.0037,0.0073,0.0058,0.0036,-0.0022,0,"",0.166666666666667,"SNRPB"
"460",825,"JBP1-pICln complex",3,2e-04,3e-04,5e-04,3e-04,2e-04,-1e-04,0,"",1,"PRMT5;SNRPB;CLNS1A"
"461",826,"PAR-3-VE-cadherin-beta-catenin complex",3,3e-04,4e-04,2e-04,-1e-04,-2e-04,-1e-04,0,"",0,""
"462",827,"TROY-NGR-LINGO1 complex",3,4e-04,3e-04,5e-04,1e-04,2e-04,1e-04,0,"",0,""
"463",828,"TRPC1-STIM1-ORAI1 complex",3,1e-04,2e-04,4e-04,3e-04,2e-04,-1e-04,0,"",0,""
"464",829,"PAR-6-VE-cadherin complex, endothelial",2,0.0011,0.0556,0.1,0.0989,0.0444,-0.0545,0,"",0,""
"465",831,"PAR-6-PAR-3-VE-cadherin complex, endothelial",3,7e-04,0.0106,0.0101,0.0094,-5e-04,-0.0099,0,"",0,""
"466",832,"Anti-Sm protein complex",8,0.0016,0.0022,0.0022,6e-04,0,-6e-04,0,"",0.375,"PRMT5;SNRPB;CLNS1A"
"467",833,"6S methyltransferase complex",3,0.0044,5e-04,0.0161,0.0117,0.0156,0.0039,0,"",1,"CLNS1A;SNRPD1;SNRPD3"
"468",834,"20S methylosome and RG-containing Sm protein complex",6,0.0123,8e-04,0.0153,0.003,0.0145,0.0115,0,"",1,"PRMT5;SNRPB;CLNS1A;SNRPD1;SNRPD2;SNRPD3"
"469",835,"6S methyltransferase and RG-containing Sm proteins complex",8,0.0324,0.0012,0.0745,0.0421,0.0733,0.0312,0,"",1,"SNRPB;CLNS1A;SNRPE;SNRPF;SNRPG;SNRPD1;SNRPD2;SNRPD3"
"470",836,"20S methyltransferase core complex",2,4e-04,1e-04,0.0014,0.001,0.0013,3e-04,0,"",1,"PRMT5;CLNS1A"
"471",837,"MEP50-PRMT5-ICLN complex",3,0.0064,2e-04,0.0018,-0.0046,0.0016,0.0062,0,"",1,"PRMT5;CLNS1A;WDR77"
"472",839,"LIN9-BMYB complex",2,1e-04,0.0014,4e-04,3e-04,-0.001,-0.0013,0,"",0,""
"473",845,"PCI-PSA-SCG2 complex",3,3e-04,3e-04,5e-04,2e-04,2e-04,0,0,"",0,""
"474",846,"RICH1/AMOT polarity complex, Flag-Rich1 precipitated",8,0.0104,0.005,0.0103,-9.99999999999994e-05,0.0053,0.0054,0,"",0.125,"CAPZB"
"475",847,"RICH1-PAR3-aPKC polarity complex",3,7e-04,0.001,2e-04,-5e-04,-8e-04,-3e-04,0,"",0,""
"476",848,"RICH1/AMOT polarity complex, Flag-Amot precipitated",8,0.0019,0.0015,0.005,0.0031,0.0035,4e-04,0,"",0,""
"477",860,"DNMT1-EHMT2-PCNA complex",3,4e-04,2e-04,2e-04,-2e-04,0,2e-04,0,"",0.333333333333333,"PCNA"
"478",862,"DNMT1-EHMT2 complex",2,1e-04,1e-04,1e-04,0,0,0,0,"",0,""
"479",867,"TRAP-SMCC mediator complex",10,0.1131,0.0102,0.4095,0.2964,0.3993,0.1029,0.1,"MED1",0.4,"MED8;MED4;MED17;MED11"
"480",871,"BRAF53-BRCA2 complex",7,0.0295,0.0151,0.023,-0.0065,0.0079,0.0144,0,"",0,""
"481",873,"SNARE complex (STX1A, SNAP29)",2,1e-04,3e-04,1e-04,0,-2e-04,-2e-04,0.5,"SNAP29",0,""
"482",874,"SNARE complex (VAMP3, VAMP4, VAMP8, STX6)",4,0.001,4e-04,4e-04,-6e-04,0,6e-04,0,"",0,""
"483",875,"SNARE complex (VAMP3, VAMP4, STX16)",3,4e-04,0.0015,2e-04,-2e-04,-0.0013,-0.0011,0,"",0,""
"484",876,"SNARE complex (VAMP3, STX6, VTI1A)",3,0.0021,0.0169,5e-04,-0.0016,-0.0164,-0.0148,0,"",0,""
"485",877,"SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)",5,6e-04,0.0292,7e-04,1e-04,-0.0285,-0.0286,0,"",0,""
"486",878,"PKA (RII-alpha and RII-beta)-AKAP5-ADRB1 complex",4,0.0012,0.0027,9e-04,-3e-04,-0.0018,-0.0015,0,"",0,""
"487",886,"MTA1 complex",6,0.0103,0.0092,0.0151,0.0048,0.0059,0.0011,0,"",0,""
"488",888,"MTA2 complex",8,0.0129,0.0034,0.0171,0.0042,0.0137,0.0095,0,"",0.125,"CHD4"
"489",889,"MTA1-HDAC core complex",5,0.0032,0.0106,0.0041,9e-04,-0.0065,-0.0074,0,"",0,""
"490",895,"hMediator complex (MED23, CDK8, CCNC, MED7)",4,0.0993,0.0453,0.1299,0.0306,0.0846,0.054,0,"",0,""
"491",896,"hMediator complex (MED23, CDK8, CCNC)",3,0.1947,0.0876,0.2177,0.023,0.1301,0.1071,0,"",0,""
"492",897,"CDK8-CyclinC-Mediator complex",2,0,0.25,0,0,-0.25,-0.25,0,"",0,""
"493",898,"Mediator complex 1",5,0.0486,0.0278,0.0204,-0.0282,-0.0074,0.0208,0,"",0.2,"MED6"
"494",900,"Mediator complex 2",3,0.0073,5e-04,5e-04,-0.0068,0,0.0068,0,"",0.333333333333333,"MED6"
"495",903,"RET-Rai complex",2,4e-04,6e-04,1e-04,-3e-04,-5e-04,-2e-04,0,"",0,""
"496",904,"SHC3-GAB1 complex",2,9e-04,1e-04,1e-04,-8e-04,0,8e-04,0,"",0,""
"497",905,"KIF3A/B-PAR-3-aPKC-PAR-6 complex",5,7e-04,0.0019,9e-04,2e-04,-0.001,-0.0012,0,"",0,""
"498",909,"ARC92-Mediator complex",13,0.1538,0.0768,0.3399,0.1861,0.2631,0.077,0.0769230769230769,"MED1",0.153846153846154,"MED6;MED17"
"499",910,"CRSP-Mediator 2 complex",10,0.1317,0.1278,0.1925,0.0608,0.0647,0.00390000000000001,0,"",0.3,"MED6;MED4;MED17"
"500",912,"FGFR1-KAL11 complex",2,2e-04,NA,2e-04,0,NA,NA,0,"",0,""
"501",915,"SNARE complex (SNAP23, STX1A)",2,7e-04,1e-04,5e-04,-2e-04,4e-04,6e-04,0,"",0,""
"502",917,"CERF complex (CECR2-containing remodeling factor complex)",2,NA,1e-04,1e-04,NA,0,NA,0,"",0,""
"503",918,"PAR3-PAR6-PALS1 complex",3,0.0098,4e-04,0.084,0.0742,0.0836,0.0094,0,"",0,""
"504",919,"hNURF complex",4,3e-04,6e-04,0.0011,8e-04,5e-04,-3e-04,0,"",0,""
"505",921,"Remodeling and spacing factor (RSF) complex",2,0.0625,0.0053,0.1667,0.1042,0.1614,0.0572,0,"",0,""
"506",923,"SNF2L-RSF1 complex",2,4e-04,1e-04,1e-04,-3e-04,0,3e-04,0,"",0,""
"507",924,"Toposome",7,8e-04,9e-04,0.0014,6e-04,5e-04,-9.99999999999999e-05,0,"",0.428571428571429,"TOP2A;SSRP1;PRPF8"
"508",925,"SNF2H-BAZ1A complex",2,4e-04,0.0019,3e-04,-1e-04,-0.0016,-0.0015,0,"",0,""
"509",926,"SCRIB-LGL2 complex",2,4e-04,1e-04,1e-04,-3e-04,0,3e-04,0,"",0,""
"510",927,"CENP-A NAC complex",6,0.0048,0.0035,0.0702,0.0654,0.0667,0.0013,0,"",0.166666666666667,"CENPN"
"511",928,"SCRIB-VANGL2 complex",2,1e-04,2e-04,2e-04,1e-04,0,-1e-04,0,"",0,""
"512",929,"CEN complex",37,0.0069,0.0066,0.0111,0.0042,0.0045,3e-04,0,"",0.243243243243243,"HSPA5;FBL;KIF23;SSRP1;DDB1;NUP93;CENPK;RACGAP1;SUPT16H"
"513",930,"SCRIB-GIT1-ARHGEF7 complex",3,4e-04,0.034,0.0155,0.0151,-0.0185,-0.0336,0,"",0,""
"514",933,"SCRIB-APC complex",2,2e-04,1e-04,1e-04,-1e-04,0,1e-04,0,"",0,""
"515",934,"FACT-NEK9 complex",3,0.0073,2e-04,7e-04,-0.0066,5e-04,0.0071,0,"",0.666666666666667,"SSRP1;SUPT16H"
"516",936,"FACT complex",2,0.02,2e-04,0.0025,-0.0175,0.0023,0.0198,0,"",1,"SSRP1;SUPT16H"
"517",938,"FACT complex, UV-activated",5,0.0481,0.0024,0.1733,0.1252,0.1709,0.0457,0,"",0.6,"CSNK2B;SSRP1;SUPT16H"
"518",943,"Class C Vps complex (VPS11, VPS18, STX7)",3,0.0012,0.0036,3e-04,-9e-04,-0.0033,-0.0024,0,"",0,""
"519",944,"Class C Vps complex (VPS11, VPS18, VPS16)",3,0,0,0,0,0,0,0,"",0,""
"520",947,"CDC7-DBF7 complex",2,0.25,0.0012,0,-0.25,-0.0012,0.2488,0,"",0.5,"CDC7"
"521",955,"LLGL2-PAR-6B-PRKCI complex",3,1e-04,3e-04,3e-04,2e-04,0,-2e-04,0,"",0,""
"522",956,"PAR-3-PAR-6B-PRKCI complex",3,0.6667,0.0298,0.6667,0,0.6369,0.6369,0,"",0,""
"523",959,"LLGL1-PAR-6B-PRKCI complex",3,1e-04,3e-04,1e-04,0,-2e-04,-2e-04,0,"",0,""
"524",964,"BRCA1-RAD50-MRE11-NBS1 complex",4,0.1304,0.0285,0.0287,-0.1017,0.000199999999999999,0.1019,0,"",0,""
"525",972,"MRN complex (MRE11-RAD50-NBN complex)",3,0,0.024,0.0565,0.0565,0.0325,-0.024,0,"",0,""
"526",974,"EED-EZH2 complex",5,0.2027,0.2004,0.2015,-0.00119999999999998,0.00110000000000002,0.0023,0,"",0,""
"527",994,"GAA1-GPI8-PIGT-PIG-PIGS complex",5,0.5129,0.1571,0.5084,-0.00450000000000006,0.3513,0.3558,0,"",0,""
"528",997,"KIN17-PCNA-RPA70 complex",3,0.0028,0.0024,3e-04,-0.0025,-0.0021,4e-04,0,"",1,"KIN;PCNA;RPA1"
"529",999,"p23 protein complex",3,2e-04,2e-04,7e-04,5e-04,5e-04,0,0,"",0,""
"530",1000,"TorsinA-TorsinB complex",2,0.1667,3e-04,0.0023,-0.1644,0.002,0.1664,0,"",0,""
"531",1003,"RC complex (Replication competent complex)",9,0.0116,0.0037,0.005,-0.0066,0.0013,0.0079,0,"",0.444444444444444,"CCNA2;RFC2;RFC5;RFC3"
"532",1004,"RC complex during S-phase of cell cycle",13,0.0072,0.0032,0.0057,-0.0015,0.0025,0.004,0,"",0.538461538461538,"RPA2;CCNA2;RPA1;POLD1;RPA3;RFC2;POLE"
"533",1005,"RC complex during G2/M-phase of cell cycle",13,0.0085,0.0029,0.0065,-0.002,0.0036,0.0056,0,"",0.615384615384615,"CDK1;RPA2;CCNA2;RPA1;POLD1;RPA3;RFC2;POLE"
"534",1007,"CAK core complex (Cdk-activating kinase core complex)",2,0.0047,1e-04,0,-0.0047,-1e-04,0.0046,0,"",1,"CDK7;CCNH"
"535",1008,"CAK complex (Cdk-activating kinase complex)",3,0.0053,0.0018,0.121,0.1157,0.1192,0.0035,0,"",1,"CDK7;CCNH;MNAT1"
"536",1009,"TFIIH transcription factor complex",10,0.0187,0.0122,0.116,0.0973,0.1038,0.0065,0,"",0.3,"CDK7;CCNH;MNAT1"
"537",1010,"CAK complex (Cdk-activating kinase complex)",3,0.0053,0.0018,0.121,0.1157,0.1192,0.0035,0,"",1,"CDK7;CCNH;MNAT1"
"538",1028,"HNF4A-SUB1 complex",2,1e-04,1e-04,1e-04,0,0,0,0,"",0,""
"539",1029,"TFIIH transcription factor complex",10,0.0187,0.0122,0.116,0.0973,0.1038,0.0065,0,"",0.3,"CDK7;CCNH;MNAT1"
"540",1030,"CAK-ERCC2 complex",4,0.0064,9e-04,0.1229,0.1165,0.122,0.0055,0,"",0.75,"CDK7;CCNH;MNAT1"
"541",1031,"ORC complex (origin recognition complex)",6,0.1279,0.0221,0.3679,0.24,0.3458,0.1058,0,"",0.166666666666667,"ORC6"
"542",1032,"ORC 2-4 complex (origin recognition 2-4 complex)",3,0.1752,0.0032,0.6667,0.4915,0.6635,0.172,0,"",0,""
"543",1033,"ORC complex (origin recognition complex)",6,0.1279,0.0221,0.3679,0.24,0.3458,0.1058,0,"",0.166666666666667,"ORC6"
"544",1034,"ORC 2-5 complex (origin recognition 2-5 complex)",4,0.3797,0.005,0.8333,0.4536,0.8283,0.3747,0,"",0,""
"545",1036,"TFIIH transcription factor complex",9,0.019,0.0047,0.1631,0.1441,0.1584,0.0143,0,"",0.333333333333333,"CDK7;CCNH;MNAT1"
"546",1037,"TFIIH transcription factor core complex",5,0.0075,0.016,0.0212,0.0137,0.0052,-0.0085,0,"",0,""
"547",1038,"ORC 1-5 complex (origin recognition 1-5 complex)",5,0.2254,0.0036,0.5138,0.2884,0.5102,0.2218,0,"",0,""
"548",1039,"PCNA-PAF complex",2,NA,1e-04,1e-04,NA,0,NA,0,"",0.5,"PCNA"
"549",1040,"p33ING1b-PCNA complex",2,NA,2e-04,1e-04,NA,-1e-04,NA,0,"",0,""
"550",1041,"Alpha-dystrobrevin-ZO-1-actin complex",3,3e-04,8e-04,8e-04,5e-04,0,-5e-04,0,"",0,""
"551",1042,"SRA-SRC-1 ribonucleoprotein complex",2,1e-04,5e-04,3e-04,2e-04,-2e-04,-4e-04,0.5,"NCOA1",0,""
"552",1045,"Snurportin-CRM1-RanGTP complex",3,0.0012,4e-04,2e-04,-0.001,-2e-04,8e-04,0,"",0.666666666666667,"XPO1;RAN"
"553",1051,"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)",4,0.001,0.0035,0.0031,0.0021,-4e-04,-0.0025,0,"",0.25,"CUL1"
"554",1052,"Ubiquitin E3 ligase (FBXW11, SKP1A, CUL1, RBX1)",4,7e-04,0.0018,0.0011,4e-04,-7e-04,-0.0011,0,"",0.25,"CUL1"
"555",1054,"ESR1-RELA-BCL3-NCOA3 complex",4,6e-04,3e-04,4e-04,-2e-04,1e-04,3e-04,0,"",0,""
"556",1055,"ZNF198-PML complex",2,2e-04,0.0024,1e-04,-1e-04,-0.0023,-0.0022,0,"",0,""
"557",1056,"ZNF198-SUMO1 complex",2,4e-04,NA,3e-04,-1e-04,NA,NA,0,"",0,""
"558",1057,"DIPA-MCRS1 complex",2,1e-04,1e-04,1e-04,0,0,0,0,"",0,""
"559",1058,"SNX complex (SNX1, SNX6)",2,3e-04,0.0031,1e-04,-2e-04,-0.003,-0.0028,0,"",0,""
"560",1059,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)",5,0.0796,0.0065,0.2022,0.1226,0.1957,0.0731,0,"",0,""
"561",1060,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)",5,0.0015,5e-04,0.0011,-4e-04,6e-04,0.001,0,"",0,""
"562",1062,"BAR-BCL2-CASP8 complex",3,3e-04,5e-04,2e-04,-1e-04,-3e-04,-2e-04,0.666666666666667,"BCL2;CASP8",0,""
"563",1063,"GRASP-GRP1 complex",2,1e-04,0.0011,1e-04,0,-0.001,-0.001,0,"",0,""
"564",1064,"IFP35-NMI complex",2,8e-04,1e-04,0.0025,0.0017,0.0024,7e-04,0,"",0,""
"565",1067,"CD8A-LCK complex",2,5e-04,7e-04,3e-04,-2e-04,-4e-04,-2e-04,0,"",0,""
"566",1068,"12S U11 snRNP",15,0.0127,0.0022,0.0084,-0.0043,0.0062,0.0105,0,"",0.666666666666667,"SNRPB;SNRPE;SNRPF;SNRPG;SNRPD1;SNRPD2;SNRPD3;SNRNP35;SRSF7;SNRNP25"
"567",1069,"FIF-FGR2 complex",2,1e-04,3e-04,2e-04,1e-04,-1e-04,-2e-04,0,"",0,""
"568",1070,"SNX complex (SNX1, SNX1a, SNX2, SNX4)",3,0.0016,0.0011,2e-04,-0.0014,-9e-04,5e-04,0,"",0,""
"569",1071,"PKD2-FPC complex",2,7e-04,0.0044,1e-04,-6e-04,-0.0043,-0.0037,0,"",0,""
"570",1078,"MSH2-MSH6 complex",2,0.0385,0,0.25,0.2115,0.25,0.0385,0,"",0,""
"571",1079,"P-TEFb.1 complex",2,0.0016,3e-04,1e-04,-0.0015,-2e-04,0.0013,0,"",0.5,"CDK9"
"572",1080,"P-TEFb.2 complex",2,2e-04,1e-04,4e-04,2e-04,3e-04,1e-04,0,"",0.5,"CDK9"
"573",1081,"MRN complex (MRE11-RAD50-NBN complex)",3,0,0.024,0.0565,0.0565,0.0325,-0.024,0,"",0,""
"574",1082,"P-TEFb.1 complex",2,0.0016,3e-04,1e-04,-0.0015,-2e-04,0.0013,0,"",0.5,"CDK9"
"575",1083,"P-TEFb.4 complex",2,0.0011,1e-04,0.0042,0.0031,0.0041,0.001,0,"",0.5,"CDK9"
"576",1085,"DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1",5,8e-04,7e-04,6e-04,-2e-04,-1e-04,1e-04,0.4,"POLB;LIG3",0,""
"577",1086,"DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1",5,5e-04,7e-04,7e-04,2e-04,0,-2e-04,0.4,"POLB;LIG3",0,""
"578",1087,"BIRC5-AURKB-INCENP-EVI5 complex",4,0.0205,0.0023,0.1511,0.1306,0.1488,0.0182,0,"",0.75,"BIRC5;AURKB;INCENP"
"579",1089,"VAM1-VELI1 complex",2,1e-04,0.0029,1e-04,0,-0.0028,-0.0028,0,"",0,""
"580",1090,"APLG1-Rababtin5 complex",2,0.0016,8e-04,2e-04,-0.0014,-6e-04,8e-04,0,"",0,""
"581",1091,"SNX complex (SNX1, SNX1a, SNX2, SNX4, LEPR)",4,0.001,0.0011,5e-04,-5e-04,-6e-04,-1e-04,0,"",0,""
"582",1092,"PCNA-KU antigen complex",3,5e-04,0.0011,2e-04,-3e-04,-9e-04,-6e-04,0,"",0.666666666666667,"PCNA;XRCC6"
"583",1093,"SNX complex (SNX1, SNX1a, SNX2, SNX4, INSR)",4,0.001,7e-04,4e-04,-6e-04,-3e-04,3e-04,0,"",0,""
"584",1094,"Frataxin complex",7,0.0054,0.0011,0.0176,0.0122,0.0165,0.0043,1,"ATP5L;HSPD1;SDHA;HSPA9;FXN;LYRM4;AFG3L2",0.571428571428571,"HSPD1;HSPA9;LYRM4;AFG3L2"
"585",1095,"SNX complex (SNX1, SNX1a, SNX2, SNX4, EGFR)",4,9e-04,7e-04,3e-04,-6e-04,-4e-04,2e-04,0,"",0,""
"586",1096,"SNX complex (SNX1, SNX1a, SNX2, SNX4, PDGFRA)",4,0.0014,7e-04,3e-04,-0.0011,-4e-04,7e-04,0,"",0,""
"587",1097,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)",13,0.0759,0.0212,0.1395,0.0636,0.1183,0.0547,0,"",0.538461538461538,"EIF3D;EIF3G;EIF3B;EIF3E;EIF3I;EIF3A;EIF3M"
"588",1098,"DNA synthesome complex (13 subunits)",13,0.007,0.0046,0.0048,-0.0022,2e-04,0.0024,0,"",0.461538461538462,"TOP2A;PCNA;RPA1;POLD1;PRIM1;POLD3"
"589",1099,"DNA synthesome complex (17 subunits)",17,0.0093,0.0051,0.006,-0.0033,9e-04,0.0042,0,"",0.470588235294118,"TOP2A;PCNA;RPA1;POLD1;PRIM1;POLE2;POLE;POLD3"
"590",1100,"DNA polymerase alpha-primase complex",4,0.0078,0.0082,3e-04,-0.0075,-0.0079,-0.000400000000000001,0,"",0.25,"PRIM1"
"591",1101,"transcription factor IIIC multisubunit complex",5,0.1779,0.0026,0.8253,0.6474,0.8227,0.1753,0,"",0,""
"592",1104,"SNX complex (SNX1, SNX1a, TFRC)",2,1e-04,1e-04,1e-04,0,0,0,0,"",0,""
"593",1105,"transcription factor IIIC multisubunit complex",5,0.1779,0.0026,0.8253,0.6474,0.8227,0.1753,0,"",0,""
"594",1106,"TFIIIC containing-TOP1-SUB1 complex",7,0.0709,0.0022,0.307,0.2361,0.3048,0.0687,0,"",0,""
"595",1107,"DNA synthesome core complex",10,0.0074,0.0064,0.0059,-0.0015,-5e-04,0.001,0,"",0.4,"PCNA;POLD1;PRIM1;POLD3"
"596",1108,"DNA synthesome complex (15 subunits)",15,0.0079,0.0054,0.0061,-0.0018,7e-04,0.0025,0,"",0.4,"PCNA;POLD1;PRIM1;POLE2;POLE;POLD3"
"597",1111,"DNA synthesome complex (17 subunits)",17,0.0093,0.0051,0.006,-0.0033,9e-04,0.0042,0,"",0.470588235294118,"TOP2A;PCNA;RPA1;POLD1;PRIM1;POLE2;POLE;POLD3"
"598",1113,"5S-DNA-TFIIIA-TFIIIC2 subcomplex",6,0.0814,0.0026,0.478,0.3966,0.4754,0.0788,0,"",0.166666666666667,"GTF3A"
"599",1114,"5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex",9,0.0486,0.0019,0.2629,0.2143,0.261,0.0467,0,"",0.111111111111111,"GTF3A"
"600",1116,"CRM1-Survivin-AuroraB mitotic complex",3,0.0121,3e-04,0.0471,0.035,0.0468,0.0118,0,"",1,"XPO1;BIRC5;AURKB"
"601",1117,"CRM1-Survivin mitotic complex",2,4e-04,3e-04,0.0049,0.0045,0.0046,1e-04,0,"",1,"XPO1;BIRC5"
"602",1118,"Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)",4,0.0566,0.001,0.2558,0.1992,0.2548,0.0556,0,"",1,"BIRC5;CDCA8;AURKB;INCENP"
"603",1119,"Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)",4,0.0566,0.001,0.2558,0.1992,0.2548,0.0556,0,"",1,"BIRC5;CDCA8;AURKB;INCENP"
"604",1120,"Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5)",3,0.0657,0.0013,0.222,0.1563,0.2207,0.0644,0,"",1,"BIRC5;CDCA8;INCENP"
"605",1121,"WNK1-OSR1 complex",2,0.0111,0.0079,0.0833,0.0722,0.0754,0.0032,0,"",0.5,"WNK1"
"606",1123,"WNK1-SPAK complex",2,2e-04,1e-04,1e-04,-1e-04,0,1e-04,0,"",0.5,"WNK1"
"607",1130,"Hip1R-cortactin complex",2,3e-04,1e-04,2e-04,-1e-04,1e-04,2e-04,0,"",0,""
"608",1131,"RFC2-RIalpha complex",2,2e-04,3e-04,2e-04,0,-1e-04,-1e-04,0,"",1,"PPP2R1A;RFC2"
"609",1132,"RFC2-RIalpha complex",2,3e-04,3e-04,6e-04,3e-04,3e-04,0,0,"",0.5,"PPP2R1A"
"610",1133,"ATR-HDAC2 complex",2,0.001,1e-04,1e-04,-9e-04,0,9e-04,0,"",0,""
"611",1134,"ATR-HDAC2-CHD4 complex",3,0.0027,3e-04,0.0061,0.0034,0.0058,0.0024,0,"",0.333333333333333,"CHD4"
"612",1137,"SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)",5,6e-04,5e-04,0.0011,5e-04,6e-04,9.99999999999999e-05,0,"",0,""
"613",1138,"SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)",5,5e-04,0.0011,7e-04,2e-04,-4e-04,-6e-04,0,"",0,""
"614",1139,"SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)",7,7e-04,0.0012,9e-04,2e-04,-3e-04,-5e-04,0,"",0,""
"615",1140,"Complexin complex (STX3, CPLX1, CPLX3)",3,2e-04,6e-04,3e-04,1e-04,-3e-04,-4e-04,0,"",0,""
"616",1141,"CF IIAm complex (Cleavage factor IIAm complex)",16,0.0028,0.0027,0.003,2e-04,3e-04,9.99999999999998e-05,0,"",0.375,"NUDT21;PCF11;SFPQ;U2AF2;CLP1;CPSF3"
"617",1142,"SMN complex",11,0.0225,0.0011,0.0295,0.007,0.0284,0.0214,0,"",0.636363636363636,"SNRPB;SNRPE;SNRPF;SNRPG;SNRPD1;SNRPD2;SNRPD3"
"618",1143,"SMN complex",17,0.0155,0.0029,0.0578,0.0423,0.0549,0.0126,0,"",0.529411764705882,"SNRPB;SNRPE;SNRPF;SNRPG;SNRPD1;SNRPD2;SNRPD3;GEMIN5;GEMIN6"
"619",1144,"Cleavage and polyadenylation factor (CPSF)",5,0.0043,9e-04,4e-04,-0.0039,-5e-04,0.0034,0,"",0.8,"CPSF4;CPSF1;CPSF2;CPSF3"
"620",1146,"Cleavage stimulation factor",3,0.0269,0.0014,0.0047,-0.0222,0.0033,0.0255,0,"",0.333333333333333,"CSTF1"
"621",1147,"Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)",7,0.0087,0.0012,0.0184,0.0097,0.0172,0.0075,0,"",0.714285714285714,"CSTF1;CPSF1;SYMPK;CPSF2;CPSF3"
"622",1148,"snRNP-free U1A (SF-A) complex",4,0.0017,0.0241,0.0239,0.0222,-0.000199999999999999,-0.0224,0,"",0.25,"SFPQ"
"623",1149,"Histone H3.1 complex",10,0.0056,0.002,0.0228,0.0172,0.0208,0.0036,0,"",0.166666666666667,"CHAF1A;CHAF1B"
"624",1150,"Histone H3.3 complex",10,0.0188,0.0025,0.0645,0.0457,0.062,0.0163,0,"",0,""
"625",1152,"FA complex (Fanconi anemia complex)",8,0.6978,0.5747,0.7697,0.0719000000000001,0.195,0.1231,0,"",0,""
"626",1153,"Integrator complex",12,0.0389,0.0246,0.2665,0.2276,0.2419,0.0143,0,"",0.5,"INTS3;INTS5;INTS1;INTS4;INTS9;INTS7"
"627",1154,"DSS1 complex",13,0.0115,0.0108,0.0804,0.0689,0.0696,0.000699999999999999,0,"",0.307692307692308,"INTS5;INTS4;INTS9;INTS7"
"628",1155,"Integrator-RNAPII complex",14,0.0251,0.02,0.1922,0.1671,0.1722,0.0051,0,"",0.5,"POLR2B;INTS3;INTS5;INTS1;INTS4;INTS9;INTS7"
"629",1158,"p33ING1b-p300 complex",2,2e-04,1e-04,1e-04,-1e-04,0,1e-04,0,"",0,""
