gene	Nucleus	Nucleolus	Mitochondrion	Peroxisome	Endoplasmic reticulum	Cytoskeleton & Plasma membrane	Golgi & Endosome & Lysosome
MAATS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP6V1A	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1L1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNF7	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ISY1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FTH1	1.0	0.0	0.0	0.0	0.0	0.0	1.0
AMT	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TCTA	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABHD14A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NICN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UCN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
STXBP5L	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EAF2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TM4SF19	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EIF2B5	1.0	0.0	0.0	0.0	0.0	0.0	0.0
DGKQ	1.0	0.0	0.0	0.0	0.0	1.0	0.0
CENPC	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CORIN	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ATP10D	0.0	0.0	0.0	0.0	1.0	1.0	0.0
SLC10A4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC10A6	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENOPH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CABS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRMT10A	1.0	1.0	0.0	0.0	0.0	0.0	0.0
KLHL8	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PYURF	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TBCK	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CISD2	0.0	0.0	1.0	0.0	1.0	0.0	0.0
AP1AR	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SPATA5	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FABP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCNA2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SETD7	1.0	1.0	0.0	0.0	0.0	0.0	0.0
NAF1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SFRP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLRA3	0.0	0.0	0.0	0.0	0.0	1.0	0.0
NDUFS6	0.0	0.0	1.0	0.0	0.0	0.0	0.0
MARCH6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRD5A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM105A	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RPL37	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SKP2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
OSMR	0.0	0.0	0.0	0.0	0.0	1.0	0.0
UGT3A1	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PLK2	0.0	0.0	0.0	0.0	0.0	1.0	0.0
GZMA	1.0	0.0	0.0	0.0	0.0	1.0	0.0
PELO	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HAPLN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BHMT	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD31	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IQGAP2	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CRHBP	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RASA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPATA9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FEM1C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COMMD10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MEGF10	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ADAMTS19	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YIPF5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGAP26	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LECT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TIMD4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA6	0.0	0.0	0.0	0.0	0.0	1.0	0.0
GABRB2	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SPINK7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCYOX1L	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N4BP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NHP2	1.0	1.0	0.0	0.0	0.0	0.0	0.0
FGF18	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCNMB1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
MYLK4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM217A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDKAL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRTM2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZMAT2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GFRA3	0.0	0.0	0.0	0.0	0.0	1.0	0.0
HIST1H2BA	1.0	0.0	0.0	0.0	0.0	0.0	0.0
KAAG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRIM7	1.0	0.0	0.0	0.0	0.0	0.0	0.0
HIGD2A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNF44	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MUT	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ABT1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R18	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCUBE3	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FGD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANO7	0.0	0.0	0.0	0.0	1.0	1.0	0.0
NFKBIE	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP39A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHIP	1.0	0.0	0.0	0.0	0.0	0.0	0.0
MMS22L	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PM20D2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CLVS2	0.0	0.0	0.0	0.0	0.0	0.0	1.0
TAAR6	0.0	0.0	0.0	0.0	0.0	1.0	0.0
TAAR8	0.0	0.0	0.0	0.0	0.0	1.0	0.0
TAAR1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SLC18B1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC2A12	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SLC22A3	0.0	0.0	0.0	0.0	0.0	1.0	0.0
VWDE	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GNA12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGCT	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FERD3L	1.0	0.0	0.0	0.0	0.0	0.0	0.0
EGFR	1.0	0.0	0.0	0.0	0.0	1.0	1.0
CDCA5	1.0	0.0	0.0	0.0	0.0	0.0	0.0
IGFBP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCTD7	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SSC4D	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCT6A	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SLC12A9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GIGYF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
STRA8	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ZC3HAV1L	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM140	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
NOM1	1.0	1.0	0.0	0.0	0.0	0.0	0.0
DENND2A	0.0	0.0	0.0	0.0	0.0	1.0	0.0
TMEM47	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CDK16	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CHST7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFB11	0.0	0.0	1.0	0.0	0.0	0.0	0.0
RAB41	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR174	0.0	0.0	0.0	0.0	0.0	1.0	0.0
NONO	1.0	1.0	0.0	0.0	0.0	0.0	0.0
CPXCR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIPPLY1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FRMPD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR2C	0.0	0.0	0.0	0.0	0.0	1.0	0.0
UPF3B	1.0	0.0	0.0	0.0	0.0	0.0	0.0
DOCK11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGAP36	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR119	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CT55	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MFHAS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLC1	1.0	0.0	0.0	0.0	0.0	1.0	0.0
ATP6V1B2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRNA6	0.0	0.0	0.0	0.0	0.0	1.0	0.0
GNRH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BIN3	0.0	0.0	0.0	0.0	0.0	1.0	0.0
DOK2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF10B	0.0	0.0	0.0	0.0	0.0	1.0	0.0
DOCK5	0.0	0.0	0.0	0.0	0.0	1.0	0.0
STAR	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ERLIN2	0.0	0.0	0.0	0.0	1.0	1.0	0.0
ST18	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GINS4	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ARMC1	0.0	0.0	1.0	0.0	0.0	0.0	0.0
DNAJC5B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRH	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPS28	0.0	0.0	1.0	0.0	0.0	0.0	0.0
LACTB2	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PRDM14	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TERF1	1.0	1.0	0.0	0.0	0.0	1.0	0.0
PSKH2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPYS	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRP12	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RSPO2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFB9	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TATDN1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
C8orf76	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSDMC	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF16	1.0	0.0	0.0	0.0	0.0	0.0	0.0
UHRF2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PLIN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDKN2B	1.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNK	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SIGMAR1	1.0	0.0	0.0	0.0	1.0	0.0	0.0
NTRK2	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FAM120A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR13C4	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ZNF462	1.0	0.0	0.0	0.0	0.0	0.0	0.0
OR1K1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ASB6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IDI2	0.0	0.0	0.0	1.0	0.0	0.0	0.0
LCN9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPH7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NOTCH1	1.0	0.0	0.0	0.0	0.0	1.0	0.0
NACC2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PROSER2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
USP6NL	0.0	0.0	0.0	0.0	0.0	1.0	1.0
FAM188A	1.0	0.0	0.0	0.0	0.0	0.0	0.0
NRBF2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GLUD1	0.0	0.0	1.0	0.0	1.0	0.0	0.0
ABLIM1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
HABP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPFFR1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FUOM	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAOX	0.0	0.0	0.0	1.0	0.0	0.0	0.0
PPRC1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ITPRIP	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIN7C	0.0	0.0	0.0	0.0	0.0	1.0	0.0
LRRC4C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IMMP1L	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SAA4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGAP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCGB1A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF214	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNNT3	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ZNF215	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSD17B12	0.0	0.0	0.0	0.0	1.0	0.0	0.0
SLC1A2	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SERPING1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR5F1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SSRP1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TMX2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC43A1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
C11orf73	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENDOD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC82	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TENM4	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CAPN5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAK1	1.0	0.0	0.0	0.0	0.0	1.0	0.0
RPS3	1.0	1.0	1.0	0.0	0.0	1.0	0.0
ZC3H12C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C11orf52	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPAT	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ATM	1.0	1.0	0.0	0.0	0.0	0.0	0.0
AASDHPPT	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LAMTOR1	0.0	0.0	0.0	0.0	0.0	1.0	1.0
HMBS	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ST14	0.0	0.0	0.0	0.0	0.0	1.0	0.0
C20orf78	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OVOL2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
MTA2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM138	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FADS3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROM1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
MYRF	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FADS2	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ZP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OOSP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MS4A3	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FRG1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NINL	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MS4A2	0.0	0.0	0.0	0.0	0.0	1.0	0.0
EI24	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FEZ1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ESAM	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CEP164	1.0	0.0	0.0	0.0	0.0	1.0	0.0
MPZL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCN2B	0.0	0.0	0.0	0.0	0.0	1.0	0.0
MPZL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COMMD7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYL9	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KIAA1755	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC13A3	0.0	0.0	0.0	0.0	0.0	1.0	0.0
OCSTAMP	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PIGT	0.0	0.0	0.0	0.0	1.0	0.0	0.0
SPINT4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LSM14B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CABLES2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AIP	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ORAOV1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GPHA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC22A9	0.0	0.0	0.0	0.0	0.0	1.0	0.0
NUDT22	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FERMT3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPL49	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CDC42EP2	0.0	0.0	0.0	0.0	0.0	1.0	0.0
TM7SF2	0.0	0.0	0.0	0.0	0.0	1.0	0.0
VPS51	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PPP4C	1.0	0.0	0.0	0.0	0.0	1.0	0.0
HIRIP3	1.0	0.0	0.0	0.0	0.0	0.0	0.0
MMP10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUSP6	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PRB4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR8K1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
OR5M9	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CTF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARID5B	1.0	0.0	0.0	0.0	0.0	0.0	0.0
UHRF1BP1L	0.0	0.0	0.0	0.0	0.0	0.0	1.0
KIAA1328	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM124A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIA2	0.0	0.0	0.0	0.0	1.0	0.0	0.0
HNMT	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SPOPL	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDCD4	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRA2A	0.0	0.0	0.0	0.0	0.0	1.0	0.0
GPM6A	0.0	0.0	0.0	0.0	0.0	1.0	0.0
WDR17	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPATA4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD226	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FSIP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC83	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRSS23	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R1C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C11orf53	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCT5	0.0	0.0	0.0	0.0	0.0	1.0	0.0
DOCK1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
DLAT	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PIH1D2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL18	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TEX12	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PTS	0.0	0.0	1.0	0.0	0.0	0.0	0.0
USP15	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FREM2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRIM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEC24D	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DENR	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RILPL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TKTL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRSS53	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC7A11	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CCRN4L	0.0	0.0	1.0	0.0	0.0	0.0	0.0
DCP1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCNA6	0.0	0.0	0.0	0.0	0.0	1.0	0.0
NGLY1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OXSM	0.0	0.0	1.0	0.0	0.0	0.0	0.0
LDHAL6A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM86A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM263	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BTBD11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANK3	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PLBD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC2A13	0.0	0.0	0.0	0.0	0.0	1.0	0.0
DIP2C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DSC2	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AKAP6	1.0	0.0	0.0	0.0	1.0	0.0	0.0
FAM177A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM18	1.0	0.0	0.0	0.0	0.0	0.0	0.0
THRSP	1.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFC2	0.0	0.0	1.0	0.0	0.0	0.0	0.0
NARS2	0.0	0.0	1.0	0.0	0.0	0.0	0.0
MYCN	1.0	0.0	0.0	0.0	0.0	0.0	0.0
MSGN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NUBPL	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ATP6V1G3	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FER	1.0	0.0	0.0	0.0	0.0	1.0	0.0
CDC123	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCLT1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
C4orf33	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC25A31	0.0	0.0	1.0	0.0	0.0	0.0	0.0
KHDRBS2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PTPRO	0.0	0.0	0.0	0.0	0.0	1.0	0.0
EPS8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACAD8	0.0	0.0	1.0	0.0	0.0	0.0	0.0
VPS26B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QDPR	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CGNL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MMAA	0.0	0.0	1.0	0.0	0.0	0.0	0.0
POU4F2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PIGF	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASAP2	0.0	0.0	0.0	0.0	0.0	1.0	1.0
BARX2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM45B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CENPU	1.0	0.0	0.0	0.0	0.0	1.0	0.0
SLC25A4	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AMN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BICD1	0.0	0.0	0.0	0.0	0.0	1.0	1.0
NBAS	0.0	0.0	0.0	0.0	1.0	0.0	0.0
ZNF385D	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TJP1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
GUF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PABPC3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FBXO4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PARP8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NVL	1.0	1.0	0.0	0.0	0.0	0.0	0.0
GLT1D1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FBXW7	1.0	1.0	0.0	0.0	0.0	0.0	0.0
RBM46	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TXNDC16	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KANSL1L	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MCHR2	0.0	0.0	0.0	0.0	0.0	1.0	0.0
EPHA4	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FARSB	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCNE4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF4	0.0	0.0	0.0	0.0	0.0	1.0	0.0
MZT2B	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CFC1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM163	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MED13L	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSPB8	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GEMIN6	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM178A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNF219	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZC3H13	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CYSLTR2	0.0	0.0	0.0	0.0	0.0	1.0	0.0
GRID2	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ARL11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SETBP1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ARL14EP	1.0	0.0	0.0	0.0	0.0	0.0	0.0
EPG5	0.0	0.0	0.0	0.0	0.0	0.0	1.0
HAUS1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SPC25	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTH	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCF7L1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CRYGC	1.0	0.0	0.0	0.0	0.0	0.0	0.0
KCNK13	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ATG10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM151B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUCY1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CWF19L2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD44	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MARS2	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ZNF547	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF773	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF551	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF256	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ZSCAN1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
USP12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMK4	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TRIM36	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSP00000282382	0.0	0.0	0.0	0.0	0.0	0.0	0.0
